gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_max_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_max_kozak	u3_GC	u5_oORF	u3_oORF
TONSL	ENSG00000160949.17	ENSG00000160949	ENST00000409379.8	protein_coding	26	0	0		0.730769230769231	368	4	2	1	0.570652173913044	4	16
PREPL	ENSG00000138078.16	ENSG00000138078	ENST00000409411.6	protein_coding	163	0	0		0.52760736196319	3749	74	71	2	0.343024806615097	1	11
PRR35	ENSG00000161992.6	ENSG00000161992	ENST00000409413.4	protein_coding	307	1	1	3	0.785016286644951	222	3	1	2	0.603603603603604	0	1
FCHSD2	ENSG00000137478.15	ENSG00000137478	ENST00000409418.9	protein_coding	441	1	0		0.750566893424036	2046	32	23	1	0.40811339198436	1	17
MPP4	ENSG00000082126.18	ENSG00000082126	ENST00000409474.8	protein_coding	158	2	1	1	0.518987341772152	336	9	1	1	0.282738095238095	3	14
DNAH11	ENSG00000105877.18	ENSG00000105877	ENST00000409508.8	protein_coding	207	0	0		0.710144927536232	585	7	4	2	0.415384615384615	4	25
TRABD2A	ENSG00000186854.11	ENSG00000186854	ENST00000409520.7	protein_coding	45	0	0		0.711111111111111	251	4	2	3	0.438247011952191	3	0
PGGHG	ENSG00000142102.16	ENSG00000142102	ENST00000409548.7	protein_coding	127	0	0		0.771653543307087	1358	12	7	1	0.620029455081002	1	15
ZC3H8	ENSG00000144161.13	ENSG00000144161	ENST00000409573.7	protein_coding	61	0	0		0.59016393442623	4955	74	70	2	0.398183652875883	7	9
BZW1	ENSG00000082153.18	ENSG00000082153	ENST00000409600.6	protein_coding	91	0	0		0.54945054945055	5160	103	101	2	0.364922480620155	1	4
POTEJ	ENSG00000222038.4	ENSG00000222038	ENST00000409602.2	protein_coding	93	0	0		0.526881720430108	160	3	0		0.3625	10	42
LLCFC1	ENSG00000165131.8	ENSG00000165131	ENST00000409607.5	protein_coding	138	3	0		0.63768115942029	281	3	1	3	0.519572953736655	0	5
LYPD6B	ENSG00000150556.17	ENSG00000150556	ENST00000409642.8	protein_coding	169	2	1	2	0.70414201183432	552	11	5	2	0.461956521739131	1	5
WDR81	ENSG00000167716.19	ENSG00000167716	ENST00000409644.6	protein_coding	256	0	0		0.8125	900	8	7	2	0.613333333333333	7	34
APOL6	ENSG00000221963.6	ENSG00000221963	ENST00000409652.5	protein_coding	225	0	0		0.551111111111111	8808	157	145	1	0.385331516802906	0	2
NOTUM	ENSG00000185269.12	ENSG00000185269	ENST00000409678.8	protein_coding	278	0	0		0.838129496402878	454	4	0		0.52863436123348	0	6
PSMD14	ENSG00000115233.12	ENSG00000115233	ENST00000409682.8	protein_coding	317	1	0		0.501577287066246	317	5	4	1	0.337539432176656	0	0
FAM124B	ENSG00000124019.10	ENSG00000124019	ENST00000409685.4	protein_coding	339	2	1	1	0.539823008849558	875	23	18	1	0.377142857142857	0	4
SAPCD2	ENSG00000186193.9	ENSG00000186193	ENST00000409687.5	protein_coding	97	0	0		0.793814432989691	2532	26	22	2	0.624407582938389	0	1
CEP19	ENSG00000174007.9	ENSG00000174007	ENST00000409690.5	protein_coding	392	4	0		0.60969387755102	1274	24	20	2	0.406593406593407	2	9
CCDC14	ENSG00000175455.16	ENSG00000175455	ENST00000409697.8	protein_coding	56	0	0		0.589285714285714	1357	23	22	1	0.303610906411201	0	10
MYO7A	ENSG00000137474.22	ENSG00000137474	ENST00000409709.9	protein_coding	290	0	0		0.627586206896552	545	10	5	1	0.537614678899083	2	45
PLD3	ENSG00000105223.20	ENSG00000105223	ENST00000409735.9	protein_coding	352	0	0		0.696022727272727	312	2	0		0.663461538461538	1	1
MYADML2	ENSG00000185105.5	ENSG00000185105	ENST00000409745.2	protein_coding	355	6	0		0.55774647887324	1173	4	1	2	0.618073316283035	0	6
PSTPIP2	ENSG00000152229.18	ENSG00000152229	ENST00000409746.5	protein_coding	72	0	0		0.75	1923	37	35	1	0.410296411856474	0	0
JPT1	ENSG00000189159.16	ENSG00000189159	ENST00000409753.8	protein_coding	115	0	0		0.71304347826087	854	15	7	1	0.453161592505855	0	4
TBC1D14	ENSG00000132405.19	ENSG00000132405	ENST00000409757.9	protein_coding	143	1	0		0.748251748251748	2722	40	39	1	0.512123438648053	2	14
RAB1A	ENSG00000138069.18	ENSG00000138069	ENST00000409784.8	protein_coding	191	0	0		0.628272251308901	1639	38	36	2	0.339841366687004	0	7
KCMF1	ENSG00000176407.18	ENSG00000176407	ENST00000409785.9	protein_coding	291	0	0		0.828178694158076	6063	98	97	2	0.400956622134257	0	5
CLEC16A	ENSG00000038532.16	ENSG00000038532	ENST00000409790.6	protein_coding	154	1	0		0.746753246753247	3496	47	43	2	0.547482837528604	3	30
SETD2	ENSG00000181555.21	ENSG00000181555	ENST00000409792.4	protein_coding	189	0	0		0.825396825396825	657	13	6	3	0.421613394216134	3	41
ZC3H12D	ENSG00000178199.14	ENSG00000178199	ENST00000409806.8	protein_coding	272	2	0		0.639705882352941	3888	57	54	3	0.494855967078189	0	2
GULP1	ENSG00000144366.16	ENSG00000144366	ENST00000409830.6	protein_coding	464	3	2	1	0.564655172413793	1915	52	44	1	0.269451697127937	1	8
INPP4A	ENSG00000040933.16	ENSG00000040933	ENST00000409851.8	protein_coding	393	8	5	1	0.676844783715013	6784	143	125	1	0.439416273584906	3	28
NPPC	ENSG00000163273.4	ENSG00000163273	ENST00000409852.2	protein_coding	147	0	0		0.782312925170068	527	13	4	2	0.324478178368121	0	2
CCDC74A	ENSG00000163040.15	ENSG00000163040	ENST00000409856.8	protein_coding	83	2	0		0.710843373493976	268	1	0		0.414179104477612	1	0
UAP1L1	ENSG00000197355.11	ENSG00000197355	ENST00000409858.8	protein_coding	16	0	0		0.75	1809	30	28	1	0.582642343836374	0	2
ANKRD30BL	ENSG00000163046.16	ENSG00000163046	ENST00000409867.6	protein_coding	247	1	0		0.607287449392713	540	4	4	2	0.427777777777778	1	13
ZC3H6	ENSG00000188177.14	ENSG00000188177	ENST00000409871.6	protein_coding	398	1	1	2	0.660804020100503	7571	143	138	1	0.355435213313961	0	17
TDRD9	ENSG00000156414.19	ENSG00000156414	ENST00000409874.9	protein_coding	54	1	0		0.740740740740741	585	7	4	1	0.358974358974359	2	28
SLC23A3	ENSG00000213901.11	ENSG00000213901	ENST00000409878.8	protein_coding	45	0	0		0.6	444	10	2	2	0.436936936936937	1	8
TMEM237	ENSG00000155755.19	ENSG00000155755	ENST00000409883.7	protein_coding	103	0	0		0.815533980582524	4069	89	86	2	0.391496682231507	0	3
LRRTM4	ENSG00000176204.14	ENSG00000176204	ENST00000409884.6	protein_coding	415	10	0		0.462650602409639	1010	25	17	2	0.38019801980198	5	10
RGPD3	ENSG00000153165.19	ENSG00000153165	ENST00000409886.4	protein_coding	125	0	0		0.664	1813	44	35	1	0.349145063430778	1	27
CHN1	ENSG00000128656.15	ENSG00000128656	ENST00000409900.9	protein_coding	469	4	2	2	0.742004264392324	1307	20	15	2	0.372609028309105	2	6
ELOB	ENSG00000103363.15	ENSG00000103363	ENST00000409906.9	protein_coding	41	0	0		0.829268292682927	576	5	1	3	0.578125	1	6
IQCA1	ENSG00000132321.17	ENSG00000132321	ENST00000409907.8	protein_coding	209	0	0		0.607655502392344	537	10	8	2	0.39292364990689	3	16
POTEF	ENSG00000196604.13	ENSG00000196604	ENST00000409914.7	protein_coding	400	4	4	2	0.59	709	11	5	3	0.418899858956276	0	43
IL1RN	ENSG00000136689.19	ENSG00000136689	ENST00000409930.4	protein_coding	27	0	0		0.555555555555556	1143	26	20	2	0.493438320209974	1	6
TBC1D10B	ENSG00000169221.14	ENSG00000169221	ENST00000409939.8	protein_coding	311	1	0		0.819935691318328	842	13	9	2	0.573634204275535	0	19
CCDC74B	ENSG00000152076.19	ENSG00000152076	ENST00000409943.8	protein_coding	116	2	0		0.71551724137931	268	1	0		0.41044776119403	1	0
TMEM131L	ENSG00000121210.16	ENSG00000121210	ENST00000409959.8	protein_coding	38	0	0		0.736842105263158	135	4	0		0.244444444444444	0	14
THSD7B	ENSG00000144229.12	ENSG00000144229	ENST00000409968.6	protein_coding	178	1	1	3	0.617977528089888	1113	22	17	1	0.336927223719677	3	34
VSTM5	ENSG00000214376.6	ENSG00000214376	ENST00000409977.2	protein_coding	116	0	0		0.706896551724138	2337	35	32	2	0.471544715447155	0	3
ARHGEF33	ENSG00000214694.12	ENSG00000214694	ENST00000409978.7	protein_coding	270	7	0		0.462962962962963	1611	29	26	2	0.358162631905649	1	19
C5orf52	ENSG00000187658.7	ENSG00000187658	ENST00000409999.4	protein_coding	82	0	0		0.634146341463415	159	1	1	2	0.490566037735849	0	2
FAM243A	ENSG00000222018.2	ENSG00000222018	ENST00000410005.2	protein_coding	0	0	1			205	4	2	2	0.463414634146342	0	1
CD207	ENSG00000116031.9	ENSG00000116031	ENST00000410009.5	protein_coding	40	0	0		0.575	839	10	6	2	0.506555423122765	1	0
DYSF	ENSG00000135636.15	ENSG00000135636	ENST00000410020.8	protein_coding	144	0	0		0.756944444444445	271	3	0		0.579335793357934	1	46
NFU1	ENSG00000169599.13	ENSG00000169599	ENST00000410022.7	protein_coding	13	0	0		0.538461538461538	120	3	0		0.266666666666667	0	0
IL1R1	ENSG00000115594.12	ENSG00000115594	ENST00000410023.6	protein_coding	358	2	1	2	0.723463687150838	3115	58	53	1	0.437239165329053	1	13
CWC22	ENSG00000163510.14	ENSG00000163510	ENST00000410053.8	protein_coding	544	4	2	3	0.505514705882353	253	6	1	2	0.264822134387352	0	17
DPP10	ENSG00000175497.17	ENSG00000175497	ENST00000410059.6	protein_coding	138	0	0		0.536231884057971	3435	69	67	1	0.347307132459971	0	23
RAB6C	ENSG00000222014.6	ENSG00000222014	ENST00000410061.4	protein_coding	450	0	0		0.713333333333333	1858	34	27	1	0.34983853606028	0	0
UBE2E3	ENSG00000170035.16	ENSG00000170035	ENST00000410062.9	protein_coding	394	1	0		0.697969543147208	537	15	11	1	0.363128491620112	1	2
ZNF385B	ENSG00000144331.20	ENSG00000144331	ENST00000410066.7	protein_coding	666	5	1	2	0.657657657657658	1268	21	14	2	0.359621451104101	0	4
C1D	ENSG00000197223.12	ENSG00000197223	ENST00000410067.8	protein_coding	56	0	0		0.607142857142857	1759	52	49	1	0.298465036952814	0	8
CERKL	ENSG00000188452.15	ENSG00000188452	ENST00000410087.8	protein_coding	99	0	0		0.747474747474748	1512	32	29	1	0.345899470899471	0	9
ERMN	ENSG00000136541.15	ENSG00000136541	ENST00000410096.6	protein_coding	182	1	1	2	0.395604395604396	2640	56	54	1	0.356060606060606	0	0
IMMT	ENSG00000132305.21	ENSG00000132305	ENST00000410111.8	protein_coding	80	0	0		0.6875	332	8	1	1	0.379518072289157	1	2
HJURP	ENSG00000123485.12	ENSG00000123485	ENST00000411486.7	protein_coding	35	0	0		0.685714285714286	875	11	4	2	0.442285714285714	1	10
KRTAP9-3	ENSG00000204873.5	ENSG00000204873	ENST00000411528.4	protein_coding	53	0	0		0.509433962264151	473	8	3	2	0.382663847780127	1	1
AHSG	ENSG00000145192.13	ENSG00000145192	ENST00000411641.7	protein_coding	82	0	0		0.670731707317073	388	9	2	1	0.461340206185567	0	2
SMIM26	ENSG00000232388.5	ENSG00000232388	ENST00000411646.2	protein_coding	47	0	0		0.702127659574468	155	2	0		0.309677419354839	0	2
ZNF142	ENSG00000115568.16	ENSG00000115568	ENST00000411696.7	protein_coding	616	6	3	2	0.586038961038961	5010	70	64	3	0.479840319361277	3	33
PTPN13	ENSG00000163629.13	ENSG00000163629	ENST00000411767.7	protein_coding	480	2	1	2	0.710416666666667	610	18	14	1	0.30327868852459	1	56
CLINT1	ENSG00000113282.14	ENSG00000113282	ENST00000411809.7	protein_coding	175	0	0		0.742857142857143	1899	41	36	1	0.310689836756187	1	38
COX20	ENSG00000203667.10	ENSG00000203667	ENST00000411948.7	protein_coding	57	0	0		0.719298245614035	1881	38	27	1	0.371079213184476	0	3
PRRT3	ENSG00000163704.12	ENSG00000163704	ENST00000412055.6	protein_coding	144	1	1	2	0.680555555555556	685	9	9	1	0.535766423357664	2	11
KRTAP5-2	ENSG00000205867.3	ENSG00000205867	ENST00000412090.2	protein_coding	44	0	0		0.590909090909091	540	9	1	2	0.533333333333333	1	1
GPX5	ENSG00000224586.7	ENSG00000224586	ENST00000412168.7	protein_coding	133	1	1	1	0.56390977443609	788	12	7	1	0.458121827411168	0	7
PPP4R3C	ENSG00000224960.5	ENSG00000224960	ENST00000412172.4	protein_coding	45	0	0		0.666666666666667	591	12	7	2	0.306260575296108	6	23
PRR29	ENSG00000224383.8	ENSG00000224383	ENST00000412177.6	protein_coding	14	0	0		0.785714285714286	2544	37	29	2	0.598270440251572	1	9
ADGRA2	ENSG00000020181.18	ENSG00000020181	ENST00000412232.3	protein_coding	386	3	0		0.813471502590674	2541	36	27	2	0.538764266036993	3	20
TMEM182	ENSG00000170417.16	ENSG00000170417	ENST00000412401.3	protein_coding	187	1	1	2	0.352941176470588	2711	55	49	2	0.33530062707488	0	9
HLA-B	ENSG00000234745.13	ENSG00000234745	ENST00000412585.7	protein_coding	21	0	0		0.619047619047619	426	7	1	1	0.455399061032864	0	0
TRAFD1	ENSG00000135148.12	ENSG00000135148	ENST00000412615.7	protein_coding	71	0	0		0.549295774647887	813	7	4	3	0.519065190651907	0	5
CDHR4	ENSG00000187492.9	ENSG00000187492	ENST00000412678.7	protein_coding	61	0	0		0.508196721311475	100	2	0		0.32	0	3
DAZAP2	ENSG00000183283.16	ENSG00000183283	ENST00000412716.8	protein_coding	82	0	0		0.573170731707317	1475	26	21	2	0.391186440677966	0	11
PIGZ	ENSG00000119227.8	ENSG00000119227	ENST00000412723.6	protein_coding	147	0	0		0.82312925170068	801	18	12	2	0.511860174781523	1	8
PPP6R1	ENSG00000105063.19	ENSG00000105063	ENST00000412770.7	protein_coding	589	1	0		0.770797962648557	749	3	2	3	0.608811748998665	1	10
PWP1	ENSG00000136045.12	ENSG00000136045	ENST00000412830.8	protein_coding	101	1	1	1	0.633663366336634	942	19	15	2	0.365180467091295	0	6
CBFB	ENSG00000067955.15	ENSG00000067955	ENST00000412916.7	protein_coding	259	0	0		0.810810810810811	2280	50	40	1	0.32719298245614	0	5
SGO1	ENSG00000129810.15	ENSG00000129810	ENST00000412997.6	protein_coding	266	2	2	1	0.62406015037594	1220	21	21	2	0.35	0	5
FAM185A	ENSG00000222011.9	ENSG00000222011	ENST00000413034.3	protein_coding	209	1	0		0.569377990430622	823	18	14	1	0.388821385176185	0	7
PRR23C	ENSG00000233701.3	ENSG00000233701	ENST00000413199.1	protein_coding	272	0	0		0.691176470588235	1730	37	31	1	0.4	0	5
NUGGC	ENSG00000189233.12	ENSG00000189233	ENST00000413272.7	protein_coding	208	0	0		0.471153846153846	1353	14	13	2	0.449371766444937	0	22
SBK2	ENSG00000187550.9	ENSG00000187550	ENST00000413299.6	protein_coding	82	1	0		0.695121951219512	1122	15	9	2	0.570409982174688	0	0
PRKCA	ENSG00000154229.12	ENSG00000154229	ENST00000413366.8	protein_coding	239	0	0		0.836820083682008	6706	98	93	2	0.473009245451834	0	14
CFAP221	ENSG00000163075.13	ENSG00000163075	ENST00000413369.8	protein_coding	109	2	0		0.605504587155963	191	7	3	1	0.361256544502618	1	16
SLC4A2	ENSG00000164889.15	ENSG00000164889	ENST00000413384.7	protein_coding	237	1	0		0.725738396624473	156	3	0		0.58974358974359	12	29
CKMT1A	ENSG00000223572.10	ENSG00000223572	ENST00000413453.7	protein_coding	192	0	0		0.630208333333333	133	4	1	1	0.526315789473684	0	0
TMEM210	ENSG00000185863.8	ENSG00000185863	ENST00000413619.3	protein_coding	29	0	0		0.689655172413793	117	0	0		0.581196581196581	0	6
INAVA	ENSG00000163362.11	ENSG00000163362	ENST00000413687.3	protein_coding	282	1	0		0.641843971631206	2113	31	27	1	0.518220539517274	1	2
SCN5A	ENSG00000183873.18	ENSG00000183873	ENST00000413689.6	protein_coding	209	2	0		0.755980861244019	2259	33	28	3	0.551128818061089	1	76
ZBED5	ENSG00000236287.8	ENSG00000236287	ENST00000413761.7	protein_coding	447	8	5	2	0.494407158836689	158	6	3	1	0.272151898734177	4	2
IFNA17	ENSG00000234829.4	ENSG00000234829	ENST00000413767.2	protein_coding	49	0	0		0.448979591836735	361	11	8	3	0.290858725761773	0	2
DENND6B	ENSG00000205593.12	ENSG00000205593	ENST00000413817.8	protein_coding	24	0	0		0.916666666666667	3109	34	32	3	0.61691862335156	0	9
EPGN	ENSG00000182585.10	ENSG00000182585	ENST00000413830.6	protein_coding	64	0	0		0.375	2152	43	36	1	0.384758364312268	0	1
IFNL3	ENSG00000197110.9	ENSG00000197110	ENST00000413851.3	protein_coding	39	0	0		0.538461538461538	79	1	1	2	0.405063291139241	0	0
EXOC3L2	ENSG00000283632.4	ENSG00000283632	ENST00000413988.3	protein_coding	83	0	0		0.614457831325301	699	6	6	1	0.526466380543634	0	7
ZNF200	ENSG00000010539.12	ENSG00000010539	ENST00000414144.7	protein_coding	253	0	0		0.636363636363636	1567	21	20	2	0.379068283343969	0	7
RIC1	ENSG00000107036.12	ENSG00000107036	ENST00000414202.7	protein_coding	203	1	0		0.788177339901478	2311	40	37	1	0.343141497187365	1	40
MRLN	ENSG00000227877.7	ENSG00000227877	ENST00000414264.6	protein_coding	226	1	0		0.455752212389381	368	5	5	1	0.385869565217391	0	1
AMY2A	ENSG00000243480.8	ENSG00000243480	ENST00000414303.7	protein_coding	14	0	0		0.285714285714286	34	2	0		0.205882352941176	3	3
WDR26	ENSG00000162923.17	ENSG00000162923	ENST00000414423.9	protein_coding	392	0	0		0.785714285714286	4689	72	65	2	0.348901684794199	0	7
ZNF805	ENSG00000204524.7	ENSG00000204524	ENST00000414468.3	protein_coding	260	1	1	2	0.726923076923077	8025	149	146	1	0.369968847352025	0	15
SNRPE	ENSG00000182004.13	ENSG00000182004	ENST00000414487.7	protein_coding	61	0	0		0.524590163934426	1220	25	24	1	0.380327868852459	0	5
DPY19L4	ENSG00000156162.16	ENSG00000156162	ENST00000414645.6	protein_coding	99	0	0		0.767676767676768	3926	78	74	2	0.337238920020377	0	25
ADTRP	ENSG00000111863.13	ENSG00000111863	ENST00000414691.8	protein_coding	44	0	0		0.568181818181818	955	13	11	1	0.370680628272251	1	3
CEP170B	ENSG00000099814.16	ENSG00000099814	ENST00000414716.8	protein_coding	273	1	1	2	0.791208791208791	1789	23	12	1	0.622135271101174	18	21
FAHD2B	ENSG00000144199.12	ENSG00000144199	ENST00000414820.6	protein_coding	314	3	2	1	0.624203821656051	172	2	0		0.604651162790698	1	0
USP17L12	ENSG00000227551.1	ENSG00000227551	ENST00000415041.1	protein_coding	0	0	1			0	0	1			0	1
TMEM251	ENSG00000153485.6	ENSG00000153485	ENST00000415050.3	protein_coding	89	1	0		0.539325842696629	1792	41	30	2	0.406808035714286	1	8
RDH13	ENSG00000160439.16	ENSG00000160439	ENST00000415061.8	protein_coding	116	0	0		0.758620689655172	758	16	5	3	0.588390501319261	0	0
SS18	ENSG00000141380.14	ENSG00000141380	ENST00000415083.7	protein_coding	44	0	0		0.681818181818182	2101	35	32	2	0.372203712517849	0	6
ASRGL1	ENSG00000162174.12	ENSG00000162174	ENST00000415229.6	protein_coding	215	0	0		0.706976744186047	1128	18	14	1	0.483156028368794	0	9
HTR3E	ENSG00000186038.9	ENSG00000186038	ENST00000415389.6	protein_coding	466	8	7	2	0.369098712446352	302	3	0		0.493377483443709	1	4
NUDT4	ENSG00000173598.14	ENSG00000173598	ENST00000415493.7	protein_coding	398	1	1	2	0.768844221105528	8767	167	162	2	0.389757043458424	0	9
EXO5	ENSG00000164002.12	ENSG00000164002	ENST00000415550.6	protein_coding	405	5	3	3	0.582716049382716	372	11	0		0.403225806451613	1	2
PSMA8	ENSG00000154611.15	ENSG00000154611	ENST00000415576.7	protein_coding	97	0	0		0.690721649484536	944	21	16	2	0.29978813559322	0	3
NBPF4	ENSG00000196427.14	ENSG00000196427	ENST00000415641.8	protein_coding	213	0	0		0.511737089201878	1241	20	20	2	0.398871877518131	0	7
SP140L	ENSG00000185404.17	ENSG00000185404	ENST00000415673.7	protein_coding	77	0	0		0.688311688311688	836	12	7	1	0.483253588516747	1	14
PRDM8	ENSG00000152784.16	ENSG00000152784	ENST00000415738.3	protein_coding	263	1	0		0.494296577946768	797	22	10	3	0.396486825595985	1	7
FNDC3B	ENSG00000075420.13	ENSG00000075420	ENST00000415807.7	protein_coding	222	2	1	3	0.675675675675676	4194	78	73	2	0.361468764902241	4	32
IFI35	ENSG00000068079.8	ENSG00000068079	ENST00000415816.7	protein_coding	164	0	0		0.567073170731707	157	2	0		0.579617834394905	0	6
MFSD1	ENSG00000118855.21	ENSG00000118855	ENST00000415822.8	protein_coding	99	1	0		0.616161616161616	734	18	13	2	0.336512261580381	0	9
PLAAT3	ENSG00000176485.13	ENSG00000176485	ENST00000415826.3	protein_coding	103	0	0		0.650485436893204	483	4	1	2	0.461697722567288	1	5
CT47A4	ENSG00000230594.3	ENSG00000230594	ENST00000415858.3	protein_coding	259	0	0		0.586872586872587	172	5	0		0.343023255813954	0	4
YIPF7	ENSG00000177752.15	ENSG00000177752	ENST00000415895.9	protein_coding	73	1	0		0.301369863013699	326	6	5	2	0.325153374233129	1	0
THAP5	ENSG00000177683.14	ENSG00000177683	ENST00000415914.4	protein_coding	137	1	0		0.715328467153285	2059	39	31	3	0.322000971345313	0	2
PRAMEF9	ENSG00000204505.5	ENSG00000204505	ENST00000415919.3	protein_coding	701	8	3	1	0.44793152639087	327	11	5	1	0.443425076452599	0	7
ZNF322	ENSG00000181315.11	ENSG00000181315	ENST00000415922.7	protein_coding	640	10	6	3	0.5140625	2962	60	56	1	0.37170830519919	4	6
MBIP	ENSG00000151332.19	ENSG00000151332	ENST00000416007.9	protein_coding	49	0	0		0.571428571428571	519	12	7	1	0.277456647398844	3	2
KRTAP25-1	ENSG00000232263.1	ENSG00000232263	ENST00000416044.1	protein_coding	24	0	0		0.458333333333333	37	0	0		0.432432432432432	0	0
BAHD1	ENSG00000140320.12	ENSG00000140320	ENST00000416165.6	protein_coding	330	0	0		0.827272727272727	2106	24	22	1	0.538936372269706	0	14
IGF2	ENSG00000167244.21	ENSG00000167244	ENST00000416167.7	protein_coding	1167	0	0		0.72407883461868	3870	44	39	2	0.562273901808786	1	4
SMIM13	ENSG00000224531.6	ENSG00000224531	ENST00000416247.4	protein_coding	480	3	1	2	0.764583333333333	4131	95	91	2	0.345679012345679	2	9
E2F5	ENSG00000133740.11	ENSG00000133740	ENST00000416274.7	protein_coding	267	0	0		0.764044943820225	656	8	6	2	0.327743902439024	0	1
TAFA2	ENSG00000198673.11	ENSG00000198673	ENST00000416284.8	protein_coding	1516	9	3	2	0.593007915567282	2133	50	44	1	0.331926863572433	2	2
CLEC10A	ENSG00000132514.14	ENSG00000132514	ENST00000416562.7	protein_coding	273	3	1	3	0.586080586080586	517	8	7	3	0.410058027079304	0	0
XKR6	ENSG00000171044.11	ENSG00000171044	ENST00000416569.3	protein_coding	494	1	1	2	0.688259109311741	1907	20	19	1	0.372312532773991	0	13
NOP14	ENSG00000087269.16	ENSG00000087269	ENST00000416614.7	protein_coding	87	0	0		0.758620689655172	895	13	4	3	0.480446927374302	0	15
IQCD	ENSG00000166578.10	ENSG00000166578	ENST00000416617.3	protein_coding	191	1	1	3	0.570680628272251	129	2	0		0.465116279069768	0	0
CCDC32	ENSG00000128891.16	ENSG00000128891	ENST00000416810.7	protein_coding	79	0	0		0.582278481012658	872	16	14	2	0.466743119266055	0	1
FAM156B	ENSG00000179304.17	ENSG00000179304	ENST00000416841.7	protein_coding	2411	33	31	3	0.52675238490253	693	24	19	2	0.515151515151515	1	0
SLC25A19	ENSG00000125454.12	ENSG00000125454	ENST00000416858.7	protein_coding	208	3	0		0.533653846153846	459	4	3	1	0.568627450980392	2	0
ZNF740	ENSG00000139651.11	ENSG00000139651	ENST00000416904.5	protein_coding	423	2	0		0.536643026004728	7552	128	126	2	0.521451271186441	0	8
SATB2	ENSG00000119042.17	ENSG00000119042	ENST00000417098.6	protein_coding	660	1	0		0.63030303030303	2706	49	47	1	0.344419807834442	0	9
PDZK1	ENSG00000174827.14	ENSG00000174827	ENST00000417171.6	protein_coding	54	0	0		0.481481481481482	451	10	5	2	0.356984478935698	4	4
RBM18	ENSG00000119446.14	ENSG00000119446	ENST00000417201.4	protein_coding	142	1	1	2	0.640845070422535	4262	85	76	1	0.36860628812764	0	8
RGS21	ENSG00000253148.1	ENSG00000253148	ENST00000417209.2	protein_coding	174	0	0		0.408045977011494	1161	28	22	2	0.285099052540913	0	9
FSCN2	ENSG00000186765.12	ENSG00000186765	ENST00000417245.7	protein_coding	155	0	0		0.754838709677419	50	0	0		0.66	0	1
CT47A9	ENSG00000226600.3	ENSG00000226600	ENST00000417256.3	protein_coding	259	0	0		0.586872586872587	172	5	0		0.343023255813954	0	4
FRMD5	ENSG00000171877.21	ENSG00000171877	ENST00000417257.6	protein_coding	217	1	0		0.746543778801843	3121	53	50	2	0.396026914450497	0	7
CTXN2	ENSG00000233932.6	ENSG00000233932	ENST00000417307.3	protein_coding	246	3	0		0.483739837398374	2212	37	33	2	0.380198915009042	2	4
KBTBD8	ENSG00000163376.11	ENSG00000163376	ENST00000417314.2	protein_coding	49	1	0		0.448979591836735	2825	63	56	1	0.329911504424779	2	15
CENPVL3	ENSG00000224109.4	ENSG00000224109	ENST00000417339.4	protein_coding	39	0	0		0.794871794871795	1035	21	11	1	0.386473429951691	1	0
VPS35L	ENSG00000103544.15	ENSG00000103544	ENST00000417362.7	protein_coding	27	1	0		0.518518518518519	687	10	7	1	0.409024745269287	2	25
AASS	ENSG00000008311.16	ENSG00000008311	ENST00000417368.7	protein_coding	104	0	0		0.625	2940	71	70	2	0.340816326530612	1	27
SMIM19	ENSG00000176209.12	ENSG00000176209	ENST00000417410.7	protein_coding	793	2	1	3	0.693568726355612	2587	45	43	2	0.397758020873599	1	3
SMIM10L2A	ENSG00000178947.9	ENSG00000178947	ENST00000417443.3	protein_coding	188	0	0		0.797872340425532	4805	69	67	2	0.560665972944849	1	14
TRIM48	ENSG00000150244.12	ENSG00000150244	ENST00000417545.5	protein_coding	113	1	0		0.460176991150443	679	14	11	2	0.413843888070692	0	2
ZNF250	ENSG00000196150.14	ENSG00000196150	ENST00000417550.7	protein_coding	109	1	1	2	0.63302752293578	4560	64	63	2	0.413815789473684	0	11
TEX50	ENSG00000232113.3	ENSG00000232113	ENST00000417563.3	protein_coding	184	1	1	1	0.282608695652174	94	3	3	1	0.25531914893617	0	2
DIP2A	ENSG00000160305.18	ENSG00000160305	ENST00000417564.3	protein_coding	241	1	1	1	0.771784232365145	2393	35	33	2	0.392812369410781	2	37
CLEC17A	ENSG00000187912.12	ENSG00000187912	ENST00000417570.6	protein_coding	77	0	0		0.623376623376623	1839	22	18	2	0.487221315932572	1	4
SRRM5	ENSG00000226763.5	ENSG00000226763	ENST00000417606.3	protein_coding	34	0	0		0.617647058823529	229	4	3	2	0.572052401746725	0	2
IFRD2	ENSG00000214706.12	ENSG00000214706	ENST00000417626.8	protein_coding	155	1	0		0.774193548387097	459	7	4	1	0.514161220043573	0	4
NECAB1	ENSG00000123119.12	ENSG00000123119	ENST00000417640.7	protein_coding	112	0	0		0.776785714285714	3881	68	60	1	0.292965730481835	3	1
IK	ENSG00000113141.18	ENSG00000113141	ENST00000417647.7	protein_coding	80	0	0		0.5	151	4	0		0.33112582781457	7	4
PVALB	ENSG00000100362.13	ENSG00000100362	ENST00000417718.7	protein_coding	30	0	0		0.566666666666667	187	3	0		0.508021390374332	1	1
