gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_oORF_all	u5_oORF_inframe	u5_oORF_outframe	u5_oORF_altered_cds	u5_oORF_kozak	u5_ORF_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_ORF_kozak	u3_GC
SEPTIN2	ENSG00000168385.18	ENSG00000168385	ENST00000391971.7	protein_coding	75	0	0	0	0	0	0	0	0	0.693333333333333	2090	35	35	3	0.374641148325359
MTERF4	ENSG00000122085.17	ENSG00000122085	ENST00000391980.7	protein_coding	14	0	0	0	0	0	0	0	0	0.571428571428571	427	8	7	3	0.379391100702576
CAPN10	ENSG00000142330.20	ENSG00000142330	ENST00000391984.7	protein_coding	178	1	0	1	0	1	2	2	0	0.780898876404494	424	4	2	2	0.596698113207547
RGS13	ENSG00000127074.15	ENSG00000127074	ENST00000391995.7	protein_coding	286	7	7	0	0	0	0	0	3	0.353146853146853	788	19	19	3	0.258883248730964
PDC	ENSG00000116703.14	ENSG00000116703	ENST00000391997.3	protein_coding	80	0	0	0	0	0	0	0	0	0.4375	413	14	10	3	0.297820823244552
TMEM91	ENSG00000142046.15	ENSG00000142046	ENST00000392002.7	protein_coding	351	0	0	0	0	0	0	0	0	0.695156695156695	210	1	0	0	0.60952380952381
HNRNPUL1	ENSG00000105323.17	ENSG00000105323	ENST00000392006.8	protein_coding	132	0	0	0	0	0	0	0	0	0.727272727272727	1222	11	11	3	0.462356792144026
SH3BP4	ENSG00000130147.16	ENSG00000130147	ENST00000392011.7	protein_coding	360	4	4	0	0	0	0	0	2	0.675	1898	31	30	3	0.445732349841939
ATG16L1	ENSG00000085978.22	ENSG00000085978	ENST00000392017.9	protein_coding	155	2	2	0	0	0	0	0	2	0.670967741935484	1319	21	21	3	0.481425322213798
ALPP	ENSG00000163283.7	ENSG00000163283	ENST00000392027.3	protein_coding	52	1	0	1	1	0	1	1	0	0.596153846153846	1094	8	8	3	0.584095063985375
AKT2	ENSG00000105221.18	ENSG00000105221	ENST00000392038.7	protein_coding	249	2	2	0	0	0	0	0	3	0.718875502008032	3555	47	47	3	0.568495077355837
SP140	ENSG00000079263.19	ENSG00000079263	ENST00000392045.8	protein_coding	109	0	0	0	0	0	0	0	0	0.559633027522936	531	10	8	2	0.470809792843691
LGALS16	ENSG00000249861.4	ENSG00000249861	ENST00000392051.4	protein_coding	49	0	0	0	0	0	0	0	0	0.530612244897959	127	1	0	0	0.47244094488189
LGALS14	ENSG00000006659.13	ENSG00000006659	ENST00000392052.8	protein_coding	48	0	0	0	0	0	0	0	0	0.5	131	2	2	3	0.473282442748092
PID1	ENSG00000153823.19	ENSG00000153823	ENST00000392055.8	protein_coding	244	1	1	0	0	0	0	0	1	0.733606557377049	1659	39	37	3	0.410488245931284
SPHKAP	ENSG00000153820.13	ENSG00000153820	ENST00000392056.8	protein_coding	89	0	0	0	0	0	0	0	0	0.573033707865169	1762	32	32	3	0.339954597048808
RHBDD1	ENSG00000144468.17	ENSG00000144468	ENST00000392062.7	protein_coding	425	3	3	0	0	0	0	0	3	0.491764705882353	3688	56	53	3	0.41675704989154
PAX3	ENSG00000135903.20	ENSG00000135903	ENST00000392070.7	protein_coding	383	0	0	0	0	0	0	0	0	0.660574412532637	1521	34	33	3	0.388560157790927
TBP	ENSG00000112592.14	ENSG00000112592	ENST00000392092.7	protein_coding	243	1	1	0	0	0	0	0	2	0.522633744855967	594	14	13	3	0.393939393939394
TTLL4	ENSG00000135912.11	ENSG00000135912	ENST00000392102.6	protein_coding	380	4	1	3	0	3	6	2	2	0.618421052631579	1027	14	14	3	0.513145082765336
XRCC5	ENSG00000079246.16	ENSG00000079246	ENST00000392132.7	protein_coding	89	0	0	0	0	0	0	0	0	0.651685393258427	1091	17	16	3	0.404216315307058
MAP3K4	ENSG00000085511.20	ENSG00000085511	ENST00000392142.9	protein_coding	163	2	1	1	0	1	2	2	3	0.760736196319019	510	6	5	3	0.42156862745098
ZFP82	ENSG00000181007.9	ENSG00000181007	ENST00000392161.4	protein_coding	231	0	0	0	0	0	0	0	0	0.619047619047619	4111	94	91	3	0.396983702262223
PNLDC1	ENSG00000146453.13	ENSG00000146453	ENST00000392167.4	protein_coding	32	0	0	0	0	0	0	0	0	0.78125	187	4	2	2	0.475935828877005
SNX9	ENSG00000130340.17	ENSG00000130340	ENST00000392185.8	protein_coding	189	0	0	0	0	0	0	0	0	0.804232804232804	2239	46	46	3	0.436355515855293
ZBTB32	ENSG00000011590.14	ENSG00000011590	ENST00000392197.7	protein_coding	287	7	6	1	0	1	2	2	3	0.508710801393728	286	0	0	0	0.594405594405594
MAG	ENSG00000105695.15	ENSG00000105695	ENST00000392213.8	protein_coding	123	0	0	0	0	0	0	0	0	0.585365853658537	353	2	1	2	0.628895184135977
FXYD5	ENSG00000089327.15	ENSG00000089327	ENST00000392219.7	protein_coding	75	0	0	0	0	0	0	0	0	0.733333333333333	266	2	2	2	0.609022556390977
EEF1B2	ENSG00000114942.14	ENSG00000114942	ENST00000392222.7	protein_coding	85	0	0	0	0	0	0	0	0	0.6	45	1	1	3	0.288888888888889
FAM117B	ENSG00000138439.12	ENSG00000138439	ENST00000392238.3	protein_coding	219	1	0	1	0	1	2	1	0	0.712328767123288	3993	75	74	3	0.369396443776609
SUMO1	ENSG00000116030.17	ENSG00000116030	ENST00000392246.7	protein_coding	146	0	0	0	0	0	0	0	0	0.63013698630137	1071	25	22	3	0.326797385620915
DPY19L3	ENSG00000178904.19	ENSG00000178904	ENST00000392250.7	protein_coding	177	2	1	1	0	1	2	2	1	0.677966101694915	3650	76	76	3	0.356986301369863
FLACC1	ENSG00000155749.13	ENSG00000155749	ENST00000392257.8	protein_coding	411	7	7	0	0	0	0	0	3	0.437956204379562	384	9	9	3	0.390625
URI1	ENSG00000105176.18	ENSG00000105176	ENST00000392271.6	protein_coding	309	2	2	0	0	0	0	0	2	0.809061488673139	1543	36	35	3	0.321451717433571
PPIL3	ENSG00000240344.9	ENSG00000240344	ENST00000392283.9	protein_coding	192	0	0	0	0	0	0	0	0	0.453125	488	12	10	3	0.309426229508197
ZNF493	ENSG00000196268.12	ENSG00000196268	ENST00000392288.7	protein_coding	105	0	0	0	0	0	0	0	0	0.523809523809524	2593	63	61	3	0.317007327419977
BOLL	ENSG00000152430.18	ENSG00000152430	ENST00000392296.9	protein_coding	279	1	1	0	0	0	0	0	2	0.630824372759857	1665	36	35	3	0.302102102102102
MYO1B	ENSG00000128641.19	ENSG00000128641	ENST00000392318.8	protein_coding	232	0	0	0	0	0	0	0	0	0.775862068965517	1426	30	30	3	0.317671809256662
STAT4	ENSG00000138378.19	ENSG00000138378	ENST00000392320.7	protein_coding	49	0	0	0	0	0	0	0	0	0.591836734693878	264	3	3	2	0.371212121212121
WDR45B	ENSG00000141580.16	ENSG00000141580	ENST00000392325.9	protein_coding	104	1	1	0	0	0	0	0	2	0.788461538461538	1357	23	23	3	0.505526897568165
MFSD6	ENSG00000151690.15	ENSG00000151690	ENST00000392328.6	protein_coding	324	2	1	1	0	1	2	2	3	0.660493827160494	2096	50	50	3	0.357824427480916
INPP1	ENSG00000151689.13	ENSG00000151689	ENST00000392329.7	protein_coding	581	1	1	0	0	0	0	0	2	0.674698795180723	263	6	6	3	0.346007604562738
ORMDL1	ENSG00000128699.14	ENSG00000128699	ENST00000392349.9	protein_coding	188	2	2	0	0	0	0	0	2	0.542553191489362	1500	24	23	3	0.335333333333333
HOMER3	ENSG00000051128.19	ENSG00000051128	ENST00000392351.8	protein_coding	234	0	0	0	0	0	0	0	0	0.790598290598291	240	2	1	2	0.608333333333333
CENPX	ENSG00000169689.15	ENSG00000169689	ENST00000392359.8	protein_coding	17	0	0	0	0	0	0	0	0	0.705882352941177	502	3	1	1	0.577689243027889
CALCRL	ENSG00000064989.13	ENSG00000064989	ENST00000392370.8	protein_coding	506	4	3	1	1	0	2	1	2	0.371541501976285	4220	92	92	3	0.290521327014218
STX2	ENSG00000111450.14	ENSG00000111450	ENST00000392373.7	protein_coding	151	0	0	0	0	0	0	0	0	0.827814569536424	2423	57	57	3	0.405695418902187
BDH1	ENSG00000161267.12	ENSG00000161267	ENST00000392379.6	protein_coding	383	3	3	0	0	0	0	0	3	0.639686684073107	2112	29	28	3	0.540719696969697
CRLF1	ENSG00000006016.12	ENSG00000006016	ENST00000392386.8	protein_coding	143	0	0	0	0	0	0	0	0	0.867132867132867	329	1	0	0	0.598784194528875
PIGX	ENSG00000163964.18	ENSG00000163964	ENST00000392391.9	protein_coding	156	0	0	0	0	0	0	0	0	0.762820512820513	2105	46	43	3	0.370071258907363
ASH1L	ENSG00000116539.14	ENSG00000116539	ENST00000392403.8	protein_coding	750	2	2	0	0	0	0	0	2	0.658666666666667	2392	46	45	3	0.385869565217391
IQCN	ENSG00000130518.17	ENSG00000130518	ENST00000392413.5	protein_coding	159	2	1	1	0	1	2	2	1	0.547169811320755	82	2	1	2	0.573170731707317
CANT1	ENSG00000171302.17	ENSG00000171302	ENST00000392446.10	protein_coding	247	3	1	1	0	1	3	2	3	0.635627530364373	1834	25	24	2	0.523991275899673
MB21D2	ENSG00000180611.7	ENSG00000180611	ENST00000392452.3	protein_coding	16	0	0	0	0	0	0	0	0	0.625	1571	31	31	3	0.358370464672183
CCDC50	ENSG00000152492.15	ENSG00000152492	ENST00000392455.9	protein_coding	281	0	0	0	0	0	0	0	0	0.747330960854093	6899	136	132	3	0.350920423249746
NCOA7	ENSG00000111912.20	ENSG00000111912	ENST00000392477.7	protein_coding	172	3	3	0	0	0	0	0	2	0.575581395348837	3263	70	70	3	0.362243334354888
AANAT	ENSG00000129673.10	ENSG00000129673	ENST00000392492.8	protein_coding	200	0	0	0	0	0	0	0	0	0.625	147	2	2	3	0.571428571428571
RPLP0	ENSG00000089157.16	ENSG00000089157	ENST00000392514.9	protein_coding	77	0	0	0	0	0	0	0	0	0.61038961038961	74	0	0	0	0.324324324324324
TMEM121	ENSG00000184986.11	ENSG00000184986	ENST00000392519.7	protein_coding	184	1	1	0	0	0	0	0	2	0.842391304347826	404	2	1	2	0.683168316831683
CIT	ENSG00000122966.17	ENSG00000122966	ENST00000392521.7	protein_coding	85	0	0	0	0	0	0	0	0	0.717647058823529	2441	30	30	3	0.48873412535846
TEDC1	ENSG00000185347.18	ENSG00000185347	ENST00000392523.9	protein_coding	130	0	0	0	0	0	0	0	0	0.730769230769231	302	4	4	3	0.658940397350993
CRIP1	ENSG00000213145.10	ENSG00000213145	ENST00000392531.4	protein_coding	148	0	0	0	0	0	0	0	0	0.702702702702703	290	4	1	1	0.631034482758621
TAOK3	ENSG00000135090.14	ENSG00000135090	ENST00000392533.8	protein_coding	453	3	3	0	0	0	0	0	3	0.56953642384106	1196	10	10	2	0.349498327759197
HOXD13	ENSG00000128714.6	ENSG00000128714	ENST00000392539.4	protein_coding	170	1	0	1	0	1	2	3	0	0.752941176470588	1214	28	27	3	0.388797364085667
LLGL2	ENSG00000073350.14	ENSG00000073350	ENST00000392550.8	protein_coding	159	0	0	0	0	0	0	0	0	0.779874213836478	331	5	5	2	0.570996978851964
GPR155	ENSG00000163328.14	ENSG00000163328	ENST00000392552.7	protein_coding	188	1	1	0	0	0	0	0	2	0.611702127659575	4545	92	91	3	0.374257425742574
BTBD6	ENSG00000184887.14	ENSG00000184887	ENST00000392554.8	protein_coding	179	0	0	0	0	0	0	0	0	0.860335195530726	421	4	4	2	0.491686460807601
NUDT14	ENSG00000183828.15	ENSG00000183828	ENST00000392568.7	protein_coding	103	0	0	0	0	0	0	0	0	0.825242718446602	82	0	0	0	0.597560975609756
OAS2	ENSG00000111335.14	ENSG00000111335	ENST00000392583.7	protein_coding	90	0	0	0	0	0	0	0	0	0.555555555555556	2468	33	32	3	0.445299837925446
WASF1	ENSG00000112290.13	ENSG00000112290	ENST00000392589.6	protein_coding	503	8	8	0	0	0	0	0	3	0.564612326043738	703	15	14	3	0.298719772403983
PLD4	ENSG00000166428.14	ENSG00000166428	ENST00000392593.9	protein_coding	112	0	0	0	0	0	0	0	0	0.633928571428571	272	0	0	0	0.709558823529412
ADGRA1	ENSG00000197177.16	ENSG00000197177	ENST00000392607.8	protein_coding	417	3	3	0	0	0	0	0	3	0.755395683453237	2164	26	25	3	0.573012939001849
RAB37	ENSG00000172794.20	ENSG00000172794	ENST00000392613.10	protein_coding	17	0	0	0	0	0	0	0	0	0.647058823529412	1924	25	25	3	0.531704781704782
CD300E	ENSG00000186407.7	ENSG00000186407	ENST00000392619.2	protein_coding	117	1	0	1	1	0	1	1	0	0.487179487179487	2768	51	51	3	0.505057803468208
CD300LB	ENSG00000178789.9	ENSG00000178789	ENST00000392621.6	protein_coding	125	1	0	1	1	0	1	1	0	0.584	1564	33	30	3	0.558184143222506
GPRC5C	ENSG00000170412.18	ENSG00000170412	ENST00000392627.7	protein_coding	86	0	0	0	0	0	0	0	0	0.63953488372093	401	3	3	3	0.605985037406484
INF2	ENSG00000203485.14	ENSG00000203485	ENST00000392634.9	protein_coding	131	0	0	0	0	0	0	0	0	0.793893129770992	3742	66	64	3	0.603687867450561
ARMC2	ENSG00000118690.13	ENSG00000118690	ENST00000392644.9	protein_coding	168	1	1	0	0	0	0	0	2	0.595238095238095	962	28	27	3	0.333679833679834
KLHL23	ENSG00000213160.10	ENSG00000213160	ENST00000392647.7	protein_coding	258	1	1	0	0	0	0	0	3	0.755813953488372	2146	54	54	3	0.326654240447344
SDK2	ENSG00000069188.17	ENSG00000069188	ENST00000392650.8	protein_coding	357	0	0	0	0	0	0	0	0	0.666666666666667	4203	49	49	3	0.535093980490126
SPRR2A	ENSG00000241794.2	ENSG00000241794	ENST00000392653.3	protein_coding	61	0	0	0	0	0	0	0	0	0.557377049180328	397	5	4	3	0.476070528967254
KCNJ1	ENSG00000151704.16	ENSG00000151704	ENST00000392666.6	protein_coding	315	3	3	0	0	0	0	0	2	0.453968253968254	1105	31	31	3	0.390045248868778
ETS1	ENSG00000134954.14	ENSG00000134954	ENST00000392668.8	protein_coding	85	0	0	0	0	0	0	0	0	0.505882352941176	3596	68	67	3	0.389599555061179
KCNJ16	ENSG00000153822.15	ENSG00000153822	ENST00000392671.6	protein_coding	465	7	5	2	2	0	2	3	3	0.408602150537634	2264	45	44	3	0.351148409893993
ABCA5	ENSG00000154265.16	ENSG00000154265	ENST00000392676.8	protein_coding	97	0	0	0	0	0	0	0	0	0.597938144329897	3226	59	57	3	0.281773093614383
TIRAP	ENSG00000150455.14	ENSG00000150455	ENST00000392679.6	protein_coding	277	4	1	3	0	3	6	2	2	0.620938628158845	1246	23	22	3	0.48314606741573
ECT2	ENSG00000114346.14	ENSG00000114346	ENST00000392692.8	protein_coding	154	2	2	0	0	0	0	0	3	0.493506493506494	1237	30	29	3	0.299919159256265
GALNT3	ENSG00000115339.14	ENSG00000115339	ENST00000392701.8	protein_coding	341	2	0	2	0	2	4	1	0	0.586510263929619	1193	24	24	3	0.284995808885163
STT3A	ENSG00000134910.14	ENSG00000134910	ENST00000392708.9	protein_coding	102	2	1	1	0	1	2	1	2	0.617647058823529	2281	41	39	3	0.392371766768961
TRAF3	ENSG00000131323.16	ENSG00000131323	ENST00000392745.8	protein_coding	383	4	4	0	0	0	0	0	3	0.691906005221932	5716	73	72	3	0.543386983904829
TANK	ENSG00000136560.14	ENSG00000136560	ENST00000392749.7	protein_coding	108	1	0	1	0	1	2	2	0	0.555555555555556	712	14	14	2	0.241573033707865
PDCD10	ENSG00000114209.15	ENSG00000114209	ENST00000392750.7	protein_coding	484	5	5	0	0	0	0	0	3	0.508264462809917	1010	21	21	2	0.286138613861386
BAZ2B	ENSG00000123636.18	ENSG00000123636	ENST00000392783.7	protein_coding	352	2	2	0	0	0	0	0	2	0.4375	1286	20	19	3	0.310264385692068
CUZD1	ENSG00000138161.14	ENSG00000138161	ENST00000392790.6	protein_coding	14	0	0	0	0	0	0	0	0	0.571428571428571	120	5	4	2	0.466666666666667
TECTA	ENSG00000109927.11	ENSG00000109927	ENST00000392793.6	protein_coding	201	1	1	0	0	0	0	0	2	0.368159203980099	684	11	11	3	0.425438596491228
GALNTL5	ENSG00000106648.14	ENSG00000106648	ENST00000392800.7	protein_coding	203	3	1	2	0	2	4	2	3	0.413793103448276	128	2	0	0	0.3203125
TMEM119	ENSG00000183160.9	ENSG00000183160	ENST00000392806.4	protein_coding	129	0	0	0	0	0	0	0	0	0.697674418604651	1681	15	14	3	0.540154669839381
GALNT13	ENSG00000144278.15	ENSG00000144278	ENST00000392825.8	protein_coding	558	6	6	0	0	0	0	0	2	0.621863799283154	3428	78	74	3	0.344515752625438
RIC8B	ENSG00000111785.21	ENSG00000111785	ENST00000392837.9	protein_coding	64	0	0	0	0	0	0	0	0	0.78125	3301	62	58	3	0.398061193577704
RFX4	ENSG00000111783.13	ENSG00000111783	ENST00000392842.6	protein_coding	317	1	0	1	0	1	2	2	0	0.536277602523659	1334	27	27	3	0.380059970014993
ORC3	ENSG00000135336.16	ENSG00000135336	ENST00000392844.8	protein_coding	34	0	0	0	0	0	0	0	0	0.5	328	6	6	2	0.329268292682927
ORC4	ENSG00000115947.14	ENSG00000115947	ENST00000392857.10	protein_coding	122	0	0	0	0	0	0	0	0	0.557377049180328	5114	121	120	3	0.371138052405162
SMIM8	ENSG00000111850.11	ENSG00000111850	ENST00000392863.6	protein_coding	89	1	1	0	0	0	0	0	3	0.539325842696629	2055	54	54	3	0.338686131386861
GRK5	ENSG00000198873.12	ENSG00000198873	ENST00000392870.3	protein_coding	347	2	2	0	0	0	0	0	3	0.706051873198847	4678	62	61	3	0.522445489525438
TDG	ENSG00000139372.15	ENSG00000139372	ENST00000392872.8	protein_coding	166	0	0	0	0	0	0	0	0	0.662650602409639	1784	44	44	3	0.344170403587444
NT5DC3	ENSG00000111696.12	ENSG00000111696	ENST00000392876.8	protein_coding	78	0	0	0	0	0	0	0	0	0.756410256410256	5519	107	106	3	0.447001268345715
WARS1	ENSG00000140105.18	ENSG00000140105	ENST00000392882.7	protein_coding	138	0	0	0	0	0	0	0	0	0.550724637681159	1085	26	25	2	0.470046082949309
CSH2	ENSG00000213218.11	ENSG00000213218	ENST00000392886.7	protein_coding	63	0	0	0	0	0	0	0	0	0.619047619047619	110	0	0	0	0.572727272727273
RNF13	ENSG00000082996.20	ENSG00000082996	ENST00000392894.8	protein_coding	155	1	1	0	0	0	0	0	2	0.580645161290323	1035	22	20	2	0.329468599033816
MAP3K19	ENSG00000176601.14	ENSG00000176601	ENST00000392915.7	protein_coding	686	11	11	0	0	0	0	0	2	0.400874635568513	359	7	7	3	0.334261838440111
EVL	ENSG00000196405.13	ENSG00000196405	ENST00000392920.8	protein_coding	79	0	0	0	0	0	0	0	0	0.582278481012658	498	3	1	1	0.562248995983936
SYCP3	ENSG00000139351.15	ENSG00000139351	ENST00000392924.2	protein_coding	129	0	0	0	0	0	0	0	0	0.581395348837209	279	4	4	2	0.272401433691756
H3-2	ENSG00000273213.4	ENSG00000273213	ENST00000392948.5	protein_coding	11	1	0	1	0	1	2	1	0	0.454545454545455	46	0	0	0	0.391304347826087
TAGLN	ENSG00000149591.17	ENSG00000149591	ENST00000392951.9	protein_coding	75	0	0	0	0	0	0	0	0	0.56	3105	40	37	3	0.557165861513688
ANO4	ENSG00000151572.18	ENSG00000151572	ENST00000392977.8	protein_coding	392	2	2	0	0	0	0	0	2	0.517857142857143	773	24	23	3	0.377749029754204
XRN1	ENSG00000114127.11	ENSG00000114127	ENST00000392981.7	protein_coding	93	0	0	0	0	0	0	0	0	0.655913978494624	4901	94	92	3	0.338094266476229
VWA2	ENSG00000165816.13	ENSG00000165816	ENST00000392982.8	protein_coding	326	2	2	0	0	0	0	0	1	0.659509202453988	3252	59	59	3	0.404674046740467
NR1H4	ENSG00000012504.15	ENSG00000012504	ENST00000392986.8	protein_coding	383	3	3	0	0	0	0	0	2	0.430809399477807	925	9	9	3	0.353513513513514
GK5	ENSG00000175066.16	ENSG00000175066	ENST00000392993.7	protein_coding	130	0	0	0	0	0	0	0	0	0.707692307692308	8095	126	125	3	0.3857936998147
GIPC1	ENSG00000123159.16	ENSG00000123159	ENST00000393033.9	protein_coding	265	2	2	0	0	0	0	0	2	0.652830188679245	654	7	6	3	0.631498470948012
PTRH2	ENSG00000141378.15	ENSG00000141378	ENST00000393038.3	protein_coding	60	0	0	0	0	0	0	0	0	0.55	131	4	2	2	0.374045801526718
PIAS3	ENSG00000131788.16	ENSG00000131788	ENST00000393045.7	protein_coding	91	1	0	1	0	1	2	2	0	0.725274725274725	924	22	21	3	0.474025974025974
NKAPD1	ENSG00000150776.18	ENSG00000150776	ENST00000393047.8	protein_coding	626	5	4	1	0	1	2	2	3	0.597444089456869	2178	42	42	3	0.38475665748393
DBH	ENSG00000123454.12	ENSG00000123454	ENST00000393056.8	protein_coding	9	0	0	0	0	0	0	0	0	0.777777777777778	882	7	7	2	0.617913832199546
POU2AF1	ENSG00000110777.12	ENSG00000110777	ENST00000393067.8	protein_coding	98	0	0	0	0	0	0	0	0	0.520408163265306	2006	24	23	3	0.496011964107677
VTI1A	ENSG00000151532.14	ENSG00000151532	ENST00000393077.3	protein_coding	159	0	0	0	0	0	0	0	0	0.679245283018868	3361	51	51	3	0.433799464445106
SERPINA3	ENSG00000196136.18	ENSG00000196136	ENST00000393078.5	protein_coding	65	0	0	0	0	0	0	0	0	0.538461538461538	239	6	5	3	0.564853556485356
C11orf65	ENSG00000166323.13	ENSG00000166323	ENST00000393084.6	protein_coding	68	0	0	0	0	0	0	0	0	0.602941176470588	266	2	2	3	0.349624060150376
MTPN	ENSG00000105887.11	ENSG00000105887	ENST00000393085.4	protein_coding	259	0	0	0	0	0	0	0	0	0.67953667953668	3166	53	53	3	0.360707517372078
SERPINA1	ENSG00000197249.14	ENSG00000197249	ENST00000393087.9	protein_coding	47	0	0	0	0	0	0	0	0	0.574468085106383	1702	29	29	3	0.537015276145711
CUL5	ENSG00000166266.14	ENSG00000166266	ENST00000393094.7	protein_coding	451	3	2	1	0	1	2	1	2	0.658536585365854	3377	75	75	3	0.31359194551377
STEAP3	ENSG00000115107.20	ENSG00000115107	ENST00000393110.7	protein_coding	448	2	2	0	0	0	0	0	2	0.611607142857143	2314	35	35	3	0.52247191011236
CYREN	ENSG00000122783.17	ENSG00000122783	ENST00000393114.8	protein_coding	194	1	1	0	0	0	0	0	2	0.5	826	11	10	3	0.521791767554479
MKS1	ENSG00000011143.19	ENSG00000011143	ENST00000393119.7	protein_coding	25	0	0	0	0	0	0	0	0	0.76	638	4	4	3	0.493730407523511
PRIMA1	ENSG00000175785.13	ENSG00000175785	ENST00000393140.6	protein_coding	107	0	0	0	0	0	0	0	0	0.747663551401869	3146	33	32	3	0.538143674507311
PDGFD	ENSG00000170962.13	ENSG00000170962	ENST00000393158.7	protein_coding	220	1	1	0	0	0	0	0	2	0.645454545454546	2505	53	53	3	0.340918163672655
NME1	ENSG00000239672.8	ENSG00000239672	ENST00000393196.8	protein_coding	108	0	0	0	0	0	0	0	0	0.648148148148148	323	4	3	2	0.408668730650155
IL36RN	ENSG00000136695.15	ENSG00000136695	ENST00000393200.7	protein_coding	71	0	0	0	0	0	0	0	0	0.577464788732394	2067	38	37	3	0.447024673439768
PTGFRN	ENSG00000134247.10	ENSG00000134247	ENST00000393203.3	protein_coding	288	0	0	0	0	0	0	0	0	0.746527777777778	3386	53	53	3	0.462492616656822
CFAP77	ENSG00000188523.9	ENSG00000188523	ENST00000393216.3	protein_coding	61	0	0	0	0	0	0	0	0	0.786885245901639	809	9	7	2	0.493201483312732
LRRIQ1	ENSG00000133640.20	ENSG00000133640	ENST00000393217.7	protein_coding	81	2	0	2	0	2	4	3	0	0.469135802469136	164	4	4	2	0.292682926829268
NTNG2	ENSG00000196358.11	ENSG00000196358	ENST00000393229.4	protein_coding	665	4	3	1	0	1	2	1	3	0.615037593984962	2415	14	13	3	0.587577639751553
NRF1	ENSG00000106459.15	ENSG00000106459	ENST00000393232.6	protein_coding	111	0	0	0	0	0	0	0	0	0.711711711711712	1895	37	36	3	0.449076517150396
TMCC1	ENSG00000172765.18	ENSG00000172765	ENST00000393238.8	protein_coding	652	9	9	0	0	0	0	0	3	0.526073619631902	3689	68	68	3	0.401463811330984
BCL2L11	ENSG00000153094.24	ENSG00000153094	ENST00000393256.8	protein_coding	288	1	0	1	0	1	2	1	0	0.659722222222222	4213	61	61	3	0.429622596724424
FBXW9	ENSG00000132004.13	ENSG00000132004	ENST00000393261.8	protein_coding	50	0	0	0	0	0	0	0	0	0.72	300	6	5	2	0.62
DENND2C	ENSG00000175984.15	ENSG00000175984	ENST00000393274.6	protein_coding	640	7	7	0	0	0	0	0	3	0.3734375	2750	53	51	3	0.403272727272727
ISY1	ENSG00000240682.10	ENSG00000240682	ENST00000393295.8	protein_coding	88	0	0	0	0	0	0	0	0	0.670454545454545	2666	29	28	3	0.566016504126032
OSGIN1	ENSG00000140961.14	ENSG00000140961	ENST00000393306.6	protein_coding	163	1	1	0	0	0	0	0	3	0.656441717791411	325	3	2	2	0.633846153846154
BCL2L15	ENSG00000188761.13	ENSG00000188761	ENST00000393316.8	protein_coding	206	1	1	0	0	0	0	0	1	0.402912621359223	4307	68	68	3	0.382632923148363
PICALM	ENSG00000073921.18	ENSG00000073921	ENST00000393346.8	protein_coding	304	0	0	0	0	0	0	0	0	0.720394736842105	1871	37	37	3	0.330839123463389
B4GALNT2	ENSG00000167080.9	ENSG00000167080	ENST00000393354.7	protein_coding	24	0	0	0	0	0	0	0	0	0.708333333333333	7112	120	119	3	0.424634420697413
TGFBRAP1	ENSG00000135966.13	ENSG00000135966	ENST00000393359.7	protein_coding	128	0	0	0	0	0	0	0	0	0.84375	2969	61	60	3	0.466823846412934
ATP5MC1	ENSG00000159199.14	ENSG00000159199	ENST00000393366.7	protein_coding	133	0	0	0	0	0	0	0	0	0.609022556390977	102	1	1	2	0.509803921568627
PTPA	ENSG00000119383.21	ENSG00000119383	ENST00000393370.7	protein_coding	186	1	1	0	0	0	0	0	3	0.618279569892473	1482	14	13	3	0.620782726045884
HPF1	ENSG00000056050.7	ENSG00000056050	ENST00000393381.3	protein_coding	67	0	0	0	0	0	0	0	0	0.701492537313433	108	0	0	0	0.268518518518519
TTLL6	ENSG00000170703.16	ENSG00000170703	ENST00000393382.8	protein_coding	157	3	3	0	0	0	0	0	3	0.643312101910828	740	12	9	3	0.501351351351351
PTPRZ1	ENSG00000106278.12	ENSG00000106278	ENST00000393386.7	protein_coding	339	1	1	0	0	0	0	0	2	0.578171091445428	816	12	11	3	0.29656862745098
PLXNA1	ENSG00000114554.12	ENSG00000114554	ENST00000393409.3	protein_coding	246	4	2	2	2	0	2	2	3	0.817073170731707	3372	37	37	3	0.601423487544484
ALDH1L1	ENSG00000144908.14	ENSG00000144908	ENST00000393434.7	protein_coding	134	0	0	0	0	0	0	0	0	0.664179104477612	221	1	0	0	0.610859728506787
LONRF2	ENSG00000170500.13	ENSG00000170500	ENST00000393437.8	protein_coding	408	0	0	0	0	0	0	0	0	0.752450980392157	12423	225	222	3	0.434194638976093
MYL4	ENSG00000198336.9	ENSG00000198336	ENST00000393450.5	protein_coding	75	0	0	0	0	0	0	0	0	0.493333333333333	186	1	1	3	0.56989247311828
TSGA10	ENSG00000135951.16	ENSG00000135951	ENST00000393483.8	protein_coding	870	7	7	0	0	0	0	0	3	0.452873563218391	936	21	20	3	0.320512820512821
MGAT4A	ENSG00000071073.13	ENSG00000071073	ENST00000393487.6	protein_coding	320	4	2	2	0	2	4	2	3	0.5625	6460	112	112	3	0.384365325077399
