obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version
2,4,3,9,0,6,3,4,4,9,8,3,9,8,12,10,3,3,3,1,1,5,19,10,3,12,40,11,7,19,16,17,7,1,9,13,5,18,36,20,12,38,27,24,7,7,23,24,6,4,8,14,4,6,7,23,12,21,26,24,11,9,31,13,ENSG00000139915.21,ENST00000399232.8
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,2,0,1,1,2,4,1,1,5,5,0,0,0,1,1,0,1,1,1,1,4,7,0,1,8,4,ENSG00000197535.16,ENST00000399233.7
1,1,0,2,0,0,2,1,2,2,0,1,1,6,7,8,0,0,1,1,0,6,8,4,3,6,8,8,2,5,6,7,2,2,2,7,0,4,5,11,1,3,4,11,5,2,10,17,1,0,2,11,2,8,9,6,7,10,7,13,6,10,16,8,ENSG00000171988.20,ENST00000399262.7
1,0,1,0,0,2,2,0,0,1,1,0,1,2,1,3,0,1,1,1,0,3,2,10,0,1,3,4,1,2,2,14,0,1,0,3,2,8,2,4,0,3,0,2,1,1,5,4,1,2,0,3,1,2,2,5,4,12,1,5,2,5,14,2,ENSG00000170160.18,ENST00000399273.5
0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,4,0,0,0,1,0,0,0,0,2,1,5,3,0,1,2,2,0,0,1,4,0,0,3,3,1,3,2,4,0,4,5,6,0,1,0,2,1,0,7,2,1,1,3,8,3,4,5,3,ENSG00000214941.8,ENST00000399277.6
4,3,0,7,2,2,2,4,2,3,1,0,7,4,2,3,0,1,1,3,0,2,2,3,6,3,1,0,7,4,1,3,4,4,3,2,1,1,2,5,1,2,0,0,0,0,0,0,6,3,2,3,2,2,4,3,4,1,1,0,0,3,3,0,ENSG00000214943.5,ENST00000399285.5
6,8,8,16,5,4,7,8,6,8,14,1,16,8,11,19,4,3,3,4,3,5,9,7,9,7,12,2,13,5,11,15,12,5,7,16,5,9,10,17,12,17,4,8,5,3,2,2,16,8,11,21,1,6,4,9,13,9,11,1,20,7,9,6,ENSG00000180509.13,ENST00000399286.3
0,2,0,1,0,1,2,1,1,1,1,1,2,3,3,3,0,0,2,1,0,1,2,5,4,3,2,1,2,5,3,3,1,1,1,5,1,3,2,4,2,3,0,2,0,1,3,3,2,1,2,3,2,3,3,4,1,4,4,2,4,2,3,2,ENSG00000205670.12,ENST00000399292.8
2,1,2,6,2,1,1,0,2,2,6,3,6,6,9,10,1,1,1,1,0,3,3,4,5,5,5,1,3,1,3,9,2,2,5,16,1,2,8,8,5,5,6,6,1,1,7,6,6,0,5,8,1,4,4,4,13,7,5,6,9,5,11,12,ENSG00000196932.12,ENST00000399298.8
0,0,1,0,0,0,1,0,0,2,1,0,0,1,3,2,0,0,0,1,0,2,4,0,0,1,8,3,0,1,0,2,0,0,2,3,1,3,2,3,2,3,5,11,2,3,8,3,1,1,0,2,0,1,5,0,3,3,7,2,2,1,3,2,ENSG00000243927.6,ENST00000399312.3
4,0,5,9,0,0,2,1,2,6,7,6,9,5,13,17,2,0,0,2,1,5,14,9,2,8,23,16,4,4,22,15,2,0,5,11,1,15,24,30,5,36,28,37,13,6,30,38,10,3,13,22,2,9,6,5,8,23,48,27,22,7,41,22,ENSG00000092148.14,ENST00000399332.6
0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,6,0,0,0,2,0,0,0,0,1,1,0,1,1,2,3,5,0,0,0,2,2,0,0,6,0,3,1,3,0,1,1,14,1,0,1,5,0,0,3,4,1,4,5,11,6,4,15,8,ENSG00000103226.19,ENST00000399336.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000214978.8,ENST00000399363.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000100445.18,ENST00000399395.8
0,0,1,2,0,0,0,1,1,0,3,0,2,2,1,4,0,0,0,1,1,0,0,0,1,0,4,3,2,2,3,2,2,0,1,0,0,1,5,4,0,7,5,2,0,1,1,5,1,0,2,6,0,0,3,3,1,3,3,2,5,2,4,3,ENSG00000188162.12,ENST00000399397.6
3,5,2,5,2,6,6,4,4,5,2,1,7,3,6,9,3,2,1,1,2,2,5,3,10,8,4,3,5,2,10,9,3,6,4,12,2,3,11,11,7,3,3,1,1,2,0,5,6,5,4,7,1,1,3,8,5,11,5,3,9,5,9,3,ENSG00000189051.6,ENST00000399398.3
0,0,1,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,3,4,1,0,0,0,4,0,10,24,2,0,19,5,0,2,0,0,0,0,0,2,2,1,24,4,0,2,2,2,ENSG00000103222.20,ENST00000399410.8
3,2,3,6,2,0,5,2,8,5,3,0,8,7,5,10,1,1,3,4,1,4,3,2,6,6,8,0,4,4,1,4,4,4,6,15,3,3,6,5,10,3,3,0,0,0,0,0,6,2,5,5,3,2,6,5,5,3,2,0,6,4,4,4,ENSG00000215009.6,ENST00000399422.5
3,3,6,3,3,4,2,1,8,5,4,0,5,2,1,1,3,3,3,2,4,7,4,3,4,2,3,0,2,2,2,1,6,3,5,4,4,5,1,2,5,2,2,0,0,0,0,0,2,2,3,0,0,2,2,1,1,3,0,0,0,1,1,0,ENSG00000215018.10,ENST00000399429.8
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,2,2,0,1,1,0,0,2,1,1,ENSG00000113597.18,ENST00000399438.8
0,0,0,4,0,2,1,0,0,0,1,0,3,1,2,3,1,0,1,2,0,1,1,3,2,2,0,1,0,1,3,0,0,2,0,2,2,2,3,0,1,1,3,1,1,0,2,1,3,1,0,1,2,0,0,1,1,3,2,2,1,1,2,2,ENSG00000100938.19,ENST00000399440.7
0,0,1,3,0,0,1,0,2,2,3,1,1,2,10,0,0,0,0,0,0,5,5,4,5,4,9,3,2,1,6,4,1,2,4,8,0,7,12,7,5,13,2,6,1,0,7,6,3,0,3,1,0,2,4,2,3,6,12,5,3,5,2,3,ENSG00000092345.14,ENST00000399444.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1,1,2,1,1,0,0,ENSG00000215041.10,ENST00000399464.7
1,0,1,4,0,0,1,0,2,0,0,1,2,2,4,3,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,0,3,1,0,2,0,1,1,1,1,1,0,3,1,0,2,3,2,0,1,4,0,2,0,0,3,1,4,1,3,0,3,1,ENSG00000154040.21,ENST00000399496.8
0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,ENSG00000095015.6,ENST00000399503.4
3,2,6,4,0,0,3,2,0,4,9,5,4,3,7,6,0,0,2,2,2,3,8,1,3,4,28,3,3,1,7,5,6,2,9,6,2,8,25,7,18,27,44,14,4,2,7,11,7,1,1,8,0,3,1,5,2,8,21,2,6,4,12,10,ENSG00000132535.22,ENST00000399506.9
3,3,8,5,3,2,3,2,12,4,5,0,3,3,3,11,5,1,4,2,2,4,4,6,4,1,5,3,2,6,10,3,6,6,4,10,0,5,3,7,4,8,10,7,4,3,2,6,5,1,4,4,6,5,2,6,6,3,9,5,5,7,8,5,ENSG00000137948.19,ENST00000399546.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,ENSG00000242259.9,ENST00000399562.9
7,12,12,10,8,10,8,7,9,12,8,2,10,10,10,9,6,7,6,8,10,16,11,9,14,8,5,0,11,6,6,9,20,9,5,10,6,13,6,8,13,8,6,0,1,0,1,0,8,4,8,10,4,7,4,8,8,3,8,0,9,7,2,2,ENSG00000171495.17,ENST00000399564.5
4,4,1,7,0,4,2,0,0,2,2,0,4,3,2,1,6,1,2,0,3,4,4,4,0,5,1,0,1,2,0,3,4,0,0,1,3,6,1,1,2,1,0,0,0,0,0,0,2,1,1,3,3,1,0,1,3,1,0,0,2,0,2,0,ENSG00000171199.11,ENST00000399575.7
0,0,2,2,0,0,2,1,2,0,1,4,0,1,5,3,0,0,0,0,0,1,0,3,3,1,4,0,2,1,2,4,1,3,6,4,0,1,3,2,6,4,6,7,0,2,9,12,3,0,0,3,0,2,3,3,3,1,12,10,4,4,11,6,ENSG00000157927.17,ENST00000399583.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,1,2,3,1,0,1,1,ENSG00000215114.10,ENST00000399598.7
1,0,1,1,0,0,1,0,0,1,2,1,2,1,1,5,0,0,0,2,0,0,1,0,0,2,4,1,2,3,1,1,0,0,1,4,1,1,2,4,3,2,3,4,0,2,3,2,2,1,1,2,1,0,3,3,2,3,3,1,3,1,4,1,ENSG00000005801.18,ENST00000399602.9
6,6,3,5,1,6,4,5,4,3,3,2,8,7,8,15,4,2,2,2,4,10,10,7,6,12,13,11,3,3,14,9,1,3,3,17,1,8,23,10,7,19,14,16,4,3,17,24,9,5,4,14,4,7,3,7,7,11,26,17,17,7,24,13,ENSG00000151067.23,ENST00000399603.6
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,ENSG00000185739.13,ENST00000399609.7
1,2,0,0,0,0,0,4,2,0,0,3,2,2,1,1,1,0,0,2,0,0,0,0,0,0,2,1,2,2,2,2,1,1,2,2,0,0,2,3,2,3,1,1,0,0,3,4,0,1,4,1,3,0,1,1,2,2,4,2,2,1,4,2,ENSG00000206203.5,ENST00000399635.4
6,6,3,5,1,6,4,5,4,3,3,2,8,7,8,15,4,2,2,2,4,10,10,7,6,12,13,11,3,3,14,9,1,3,3,17,1,8,23,10,7,19,14,16,4,3,17,24,9,5,4,14,4,7,3,7,7,11,26,17,17,7,24,13,ENSG00000151067.23,ENST00000399655.6
5,2,2,3,1,2,0,0,1,4,1,0,4,2,3,5,1,0,1,1,0,5,4,4,3,4,1,1,3,5,3,1,4,0,1,2,2,2,2,5,1,0,1,3,2,2,3,4,3,1,2,7,0,4,3,2,2,3,2,7,4,1,5,1,ENSG00000137812.21,ENST00000399668.7
0,1,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,0,2,0,1,1,2,1,1,0,5,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ENSG00000241598.6,ENST00000399682.1
0,0,3,0,0,0,0,0,2,1,7,0,2,0,0,0,0,0,1,0,0,0,0,0,3,2,4,0,0,0,3,0,1,0,5,2,1,0,8,3,4,7,3,0,0,0,0,0,2,0,0,1,0,0,0,0,1,3,0,0,0,0,1,1,ENSG00000196224.7,ENST00000399685.1
1,0,1,3,0,4,5,0,1,2,1,2,4,5,5,7,1,0,1,1,1,3,3,7,3,6,0,10,6,2,5,14,0,1,3,2,2,2,4,11,2,1,0,3,2,1,11,16,3,8,1,13,0,5,7,9,0,10,5,15,15,13,9,14,ENSG00000180071.20,ENST00000399703.6
4,1,1,2,0,0,0,1,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,3,0,0,1,0,1,2,0,1,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,1,2,2,0,1,0,3,0,ENSG00000215187.13,ENST00000399742.7
4,3,3,5,2,1,5,3,0,5,4,3,5,2,8,14,2,2,0,2,0,3,7,3,2,7,11,8,6,4,7,5,5,0,2,9,1,8,10,11,8,12,9,8,5,5,6,12,4,6,7,14,3,1,5,4,6,7,13,9,14,4,13,13,ENSG00000215193.14,ENST00000399744.8
9,12,8,9,12,13,5,11,11,12,5,1,9,12,6,6,15,10,3,10,12,17,14,11,11,10,10,1,7,10,17,11,7,15,13,9,8,14,6,15,11,10,3,0,0,1,1,2,6,4,6,7,6,10,7,8,11,11,6,2,5,8,6,4,ENSG00000215203.3,ENST00000399770.3
0,1,1,2,1,1,3,1,3,5,6,1,5,2,8,13,0,0,1,2,1,0,0,1,5,6,9,4,4,3,10,4,2,5,7,12,0,1,14,15,9,10,13,17,2,2,15,14,2,0,6,11,1,0,7,4,9,9,21,11,8,6,17,7,ENSG00000168913.7,ENST00000399775.3
4,1,7,5,1,1,0,1,3,2,3,5,2,3,5,3,2,0,0,1,1,2,8,5,3,5,5,1,3,3,3,3,3,0,3,5,0,8,3,4,3,4,6,5,2,1,2,9,8,2,3,2,1,5,3,3,2,4,4,3,7,4,4,6,ENSG00000073614.13,ENST00000399788.7
2,2,4,7,1,4,6,3,7,5,18,7,9,8,26,12,2,2,2,5,1,10,12,11,5,17,23,17,10,8,16,17,3,8,10,20,6,13,28,25,14,25,36,36,13,10,25,37,9,2,21,20,3,7,16,12,15,25,34,25,22,12,32,24,ENSG00000067900.8,ENST00000399799.3
0,0,2,0,0,0,1,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,1,1,1,0,1,0,2,2,0,2,3,1,0,3,0,1,0,2,1,1,0,1,0,0,2,1,0,1,1,0,0,ENSG00000142089.17,ENST00000399808.5
0,0,1,1,0,0,0,0,0,2,2,4,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,5,2,0,0,1,1,0,1,7,1,3,1,2,1,0,5,8,0,0,7,2,0,0,0,1,2,4,3,8,3,1,10,6,ENSG00000215217.7,ENST00000399810.7
0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,4,1,1,2,0,1,2,0,ENSG00000215218.4,ENST00000399816.4
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,0,1,0,1,0,3,1,0,1,0,ENSG00000157796.18,ENST00000399820.8
1,0,1,0,0,0,2,1,2,0,0,0,1,5,5,1,0,0,0,1,0,3,4,1,1,4,7,0,3,1,3,4,1,2,1,4,1,2,3,6,2,3,4,3,1,1,1,1,0,1,0,6,0,3,3,3,3,5,2,1,2,2,2,1,ENSG00000093072.18,ENST00000399837.8
0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,4,2,1,1,1,4,0,0,1,2,0,0,2,2,1,4,4,9,0,0,4,20,1,1,1,1,0,1,2,5,2,0,8,13,3,6,19,7,ENSG00000091490.11,ENST00000399878.8
1,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,2,1,0,1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,ENSG00000215262.8,ENST00000399881.8
1,1,3,0,1,1,2,0,1,4,0,0,1,0,1,0,1,1,0,0,0,1,2,0,5,2,2,0,1,0,0,0,2,1,2,2,1,1,4,1,1,0,1,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,ENSG00000182816.9,ENST00000399889.4
1,0,1,1,0,0,0,0,1,1,0,3,0,0,2,3,0,0,1,1,0,0,1,0,0,2,2,1,0,1,3,1,1,0,3,0,2,1,2,4,2,1,2,8,2,1,8,5,1,0,1,2,0,0,2,1,1,5,9,4,2,1,6,3,ENSG00000085415.16,ENST00000399892.7
5,0,4,4,1,2,2,0,2,6,2,0,4,5,6,2,1,2,3,2,2,1,6,1,3,4,4,0,1,2,1,5,2,2,2,8,3,3,3,7,4,1,2,2,1,0,0,1,5,2,0,4,2,4,1,1,5,4,1,0,4,1,3,1,ENSG00000156284.6,ENST00000399899.2
8,5,6,6,3,3,2,6,4,6,1,3,3,5,8,7,9,2,0,1,3,2,4,0,4,1,5,8,5,4,4,5,5,4,4,5,4,2,6,8,6,4,11,19,7,1,24,15,3,3,6,13,2,2,6,4,2,9,23,18,9,4,15,6,ENSG00000132670.21,ENST00000399903.7
2,0,3,13,0,1,1,1,6,5,1,2,7,5,8,17,1,1,2,2,2,0,0,2,5,5,5,0,4,4,7,11,7,1,4,13,3,0,9,14,4,4,4,2,1,2,2,2,8,1,6,9,1,3,6,9,10,11,4,3,11,8,11,9,ENSG00000156265.16,ENST00000399928.6
1,0,1,1,0,1,1,2,3,2,5,3,3,3,3,6,1,0,0,0,1,1,1,2,1,0,7,2,2,1,3,2,0,1,8,9,0,2,3,1,9,2,3,4,4,3,2,6,1,3,4,4,0,1,5,3,5,2,3,5,4,3,7,4,ENSG00000167930.17,ENST00000399932.8
0,0,3,3,0,0,0,4,4,1,11,3,8,2,16,24,2,0,1,3,0,3,10,2,3,11,18,5,8,6,10,5,1,2,9,12,4,10,22,10,9,22,28,37,9,6,27,26,3,2,4,28,2,2,4,12,9,13,39,25,16,7,31,27,ENSG00000183354.12,ENST00000399933.8
25,21,15,20,16,21,17,7,17,17,15,1,19,6,18,14,23,15,11,8,20,5,6,10,14,9,13,4,11,8,10,8,16,17,13,18,13,9,15,13,19,13,7,5,4,2,2,6,16,7,11,11,9,6,3,8,14,10,9,4,11,10,7,6,ENSG00000232196.4,ENST00000399974.5
2,2,0,4,1,3,1,3,0,2,1,1,1,4,2,4,3,2,0,0,2,1,2,2,3,3,2,4,1,3,3,4,3,2,1,4,0,1,4,4,6,0,3,2,1,3,2,1,1,2,2,3,2,2,4,3,1,5,5,0,5,0,4,2,ENSG00000156256.15,ENST00000399976.7
1,0,2,1,0,0,0,0,1,0,5,0,1,4,8,3,0,0,0,2,1,0,0,2,2,2,3,6,3,3,3,7,2,0,2,6,1,0,6,6,3,3,6,14,3,7,12,8,1,0,3,7,0,3,7,7,3,8,13,9,3,4,11,6,ENSG00000101558.14,ENST00000400000.7
3,0,3,8,0,2,3,3,6,9,6,2,7,6,8,12,3,2,2,1,0,1,4,5,7,7,4,1,6,2,8,9,4,3,9,9,5,5,8,13,5,8,11,8,3,1,5,2,4,4,9,13,3,2,4,4,7,7,11,0,15,4,4,8,ENSG00000182798.10,ENST00000400004.6
2,1,4,4,0,2,2,0,5,2,2,0,6,1,5,1,1,1,2,2,2,0,0,3,0,3,1,0,1,1,0,3,2,1,1,4,3,3,2,2,1,2,0,0,1,0,0,0,6,2,2,4,1,0,1,0,2,2,0,1,5,0,0,2,ENSG00000092200.13,ENST00000400017.7
7,2,3,11,2,4,3,1,8,4,9,5,5,14,12,15,4,2,4,5,3,7,14,13,6,13,16,10,8,7,14,12,3,2,5,12,4,15,16,14,3,21,10,17,8,10,12,17,9,4,13,17,6,11,12,14,6,11,16,15,22,11,11,21,ENSG00000154727.11,ENST00000400075.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000232948.1,ENST00000400079.1
0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,2,0,0,0,3,2,0,0,1,1,0,3,2,2,0,0,3,0,0,1,2,0,0,0,0,0,3,1,4,0,0,0,3,2,3,2,1,3,3,0,7,2,2,4,2,ENSG00000198033.12,ENST00000400113.8
5,3,4,8,3,2,5,3,8,6,3,0,7,4,5,6,3,1,3,1,1,3,8,4,7,6,10,1,7,8,4,4,6,5,6,7,1,9,6,11,6,11,2,0,0,1,0,0,6,4,5,6,3,2,6,5,3,3,4,0,7,2,1,2,ENSG00000215356.4,ENST00000400120.3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,3,8,0,2,9,0,0,0,0,0,0,1,3,0,0,2,7,2,0,1,0,0,ENSG00000088832.18,ENST00000400137.9
5,3,4,8,3,2,5,3,8,6,3,0,7,4,5,6,3,1,3,1,1,3,8,4,7,6,10,1,7,8,4,4,6,5,6,7,1,9,6,11,6,11,2,0,0,1,0,0,6,4,5,6,3,2,6,5,3,3,4,0,7,2,1,2,ENSG00000215372.6,ENST00000400156.4
0,0,0,2,0,0,0,0,1,0,1,4,1,0,5,3,0,0,2,0,0,1,1,1,0,0,0,2,1,0,1,1,1,0,1,2,1,1,0,0,1,1,4,3,6,4,3,12,1,0,3,5,1,1,1,2,2,1,4,15,2,1,14,1,ENSG00000004487.18,ENST00000400181.9
2,0,2,2,0,1,1,1,1,1,2,6,1,1,8,7,0,0,0,0,0,1,4,0,2,2,13,6,3,1,4,7,2,2,3,6,0,2,12,7,5,10,15,35,4,10,35,21,2,0,5,9,0,1,5,7,5,9,35,25,8,1,26,7,ENSG00000155313.16,ENST00000400183.7
2,0,2,4,1,0,1,0,1,1,2,2,3,1,5,8,1,0,1,4,2,3,4,2,0,4,5,3,2,1,1,5,0,2,1,3,1,4,4,5,2,6,2,9,4,6,6,8,5,0,2,7,2,4,3,2,3,3,10,10,5,3,13,5,ENSG00000134884.15,ENST00000400198.8
0,0,0,0,0,0,0,1,0,1,1,4,2,0,8,2,0,0,1,0,0,0,1,0,1,0,3,3,1,0,3,1,0,1,2,3,1,1,4,1,2,1,2,6,2,2,10,21,0,0,4,8,0,0,2,3,3,5,5,17,7,3,14,7,ENSG00000158270.12,ENST00000400256.5
1,0,1,5,2,1,1,1,0,1,2,1,4,2,1,4,2,1,1,1,2,2,2,1,1,1,3,2,1,0,0,2,1,0,0,3,0,2,2,0,2,0,4,6,1,3,3,5,3,4,2,2,1,3,2,1,1,2,3,3,4,2,5,4,ENSG00000198089.16,ENST00000400288.7
0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,1,1,1,1,2,2,0,0,2,1,0,2,0,2,0,1,2,1,1,1,1,1,1,1,3,3,0,0,2,1,0,1,1,1,2,1,2,4,1,2,2,1,ENSG00000198832.11,ENST00000400299.6
2,0,1,0,0,0,1,1,0,2,3,0,1,2,4,1,1,0,0,1,0,2,4,6,2,1,4,1,2,5,5,5,0,0,1,3,1,6,1,7,2,3,4,4,2,0,0,8,1,2,3,3,1,4,2,4,0,9,2,5,4,3,7,4,ENSG00000139734.19,ENST00000400324.9
17,6,9,14,4,3,3,6,7,7,3,1,13,6,2,6,5,4,2,3,2,4,7,5,10,4,1,0,8,5,2,4,9,2,7,4,4,8,1,3,3,1,1,1,1,0,0,1,16,4,1,6,4,3,4,6,1,4,1,0,4,5,2,3,ENSG00000183742.13,ENST00000400331.10
0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,0,2,1,0,1,1,0,0,1,3,3,1,2,8,8,0,1,5,5,0,0,1,0,0,0,1,0,1,3,8,3,0,0,6,3,ENSG00000183762.13,ENST00000400335.9
1,0,1,2,0,0,0,0,1,0,7,1,7,1,13,16,0,0,1,2,1,0,1,0,2,3,5,5,1,0,7,3,0,0,3,11,1,2,7,6,1,5,11,29,2,3,26,31,3,0,4,19,1,0,6,5,10,10,23,27,18,8,24,27,ENSG00000049759.20,ENST00000400345.8
0,0,1,0,0,0,0,0,0,2,3,1,0,0,7,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,2,5,1,0,5,2,2,2,2,10,0,0,13,6,1,0,1,3,0,0,0,0,4,4,10,5,5,0,3,1,ENSG00000167037.19,ENST00000400358.9
0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,ENSG00000189169.7,ENST00000400365.3
0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSG00000188155.11,ENST00000400368.1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,ENSG00000241123.1,ENST00000400372.1
0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,ENSG00000215454.7,ENST00000400374.4
0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,2,0,0,6,0,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,ENSG00000215455.4,ENST00000400375.1
3,1,7,14,2,5,6,4,8,6,11,3,23,16,14,26,2,4,2,3,2,6,14,8,14,14,17,4,17,11,21,17,8,7,9,33,4,11,15,29,20,17,18,6,1,6,6,7,12,5,10,29,3,8,12,23,15,24,15,6,15,14,21,14,ENSG00000100031.19,ENST00000400382.6
17,8,11,20,7,10,8,14,16,15,8,2,29,8,37,23,9,4,6,10,8,15,14,16,14,16,16,6,18,6,22,29,9,16,13,35,6,21,24,29,22,20,12,15,9,6,13,10,21,11,16,30,8,7,5,18,17,30,33,15,24,16,23,16,ENSG00000141639.12,ENST00000400384.7
