expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0.183,0.488,0.382,0.956,1.107,ENSG00000166813,ENST00000394412.8,ENST00000394412
0.081,0.433,0.167,0.784,0.818,ENSG00000072110,ENST00000394419.9,ENST00000394419
0.523,1.879,1.043,3.736,3.959,ENSG00000159579,ENST00000394420.9,ENST00000394420
0.029,0.169,0.08,0.396,0.424,ENSG00000156697,ENST00000394422.8,ENST00000394422
0.352,1.046,0.734,2.193,2.305,ENSG00000186867,ENST00000394427.3,ENST00000394427
0.21,0.553,0.408,1.074,1.149,ENSG00000068831,ENST00000394432.8,ENST00000394432
0.4,1.065,0.728,1.83,2.038,ENSG00000133706,ENST00000394434.7,ENST00000394434
0.053,0.212,0.117,0.458,0.472,ENSG00000115484,ENST00000394440.8,ENST00000394440
0.083,0.213,0.161,0.391,0.393,ENSG00000125651,ENST00000394456.10,ENST00000394456
0.472,1.286,1.014,2.772,2.852,ENSG00000113580,ENST00000394464.7,ENST00000394464
0.133,0.44,0.242,0.717,1,ENSG00000188175,ENST00000394468.7,ENST00000394468
0.121,0.284,0.224,0.524,0.54,ENSG00000162924,ENST00000394479.4,ENST00000394479
0.014,0.099,0.058,0.34,0.453,ENSG00000187193,ENST00000394485.5,ENST00000394485
1.205,4.289,2.42,8.402,9.042,ENSG00000001631,ENST00000394505.7,ENST00000394505
0.089,0.372,0.207,0.785,0.803,ENSG00000170776,ENST00000394518.7,ENST00000394518
0.537,1.846,1.063,3.622,3.875,ENSG00000013561,ENST00000394520.7,ENST00000394520
0.004,0.122,0.015,0.242,0.25,ENSG00000163687,ENST00000394549.7,ENST00000394549
0.283,0.962,0.598,1.977,2.024,ENSG00000073417,ENST00000394553.6,ENST00000394553
0.318,0.909,0.498,1.379,1.58,ENSG00000141161,ENST00000394570.7,ENST00000394570
0.412,1.715,0.806,3.29,3.549,ENSG00000156222,ENST00000394573.6,ENST00000394573
0.79,1.849,1.356,3.238,3.511,ENSG00000081853,ENST00000394576.3,ENST00000394576
0.225,1.218,0.516,2.597,2.949,ENSG00000092871,ENST00000394597.7,ENST00000394597
0,0,0,0,0,ENSG00000125354,ENST00000394610.7,ENST00000394610
0.573,1.736,1.141,3.425,3.627,ENSG00000133317,ENST00000394618.9,ENST00000394618
0.015,0.122,0.029,0.258,0.289,ENSG00000108700,ENST00000394620.2,ENST00000394620
0.861,2.392,1.685,4.656,4.971,ENSG00000157214,ENST00000394621.7,ENST00000394621
0,0,0,0,0,ENSG00000205403,ENST00000394634.7,ENST00000394634
0.239,0.616,0.382,0.983,1.018,ENSG00000176842,ENST00000394636.9,ENST00000394636
0.174,0.446,0.284,0.755,0.82,ENSG00000005059,ENST00000394650.7,ENST00000394650
0.088,0.312,0.187,0.626,0.627,ENSG00000105784,ENST00000394654.4,ENST00000394654
0.503,1.503,0.912,2.632,2.898,ENSG00000166971,ENST00000394657.12,ENST00000394657
0,0,0,0,0,ENSG00000109475,ENST00000394667.8,ENST00000394667
0.071,0.211,0.172,0.519,0.531,ENSG00000010244,ENST00000394670.9,ENST00000394670
0.019,0.081,0.088,0.293,0.306,ENSG00000113119,ENST00000394671.8,ENST00000394671
0,0,0,0,0,ENSG00000180376,ENST00000394672.8,ENST00000394672
0.572,1.786,1.079,3.29,3.422,ENSG00000103888,ENST00000394685.8,ENST00000394685
0.029,0.075,0.078,0.172,0.176,ENSG00000166164,ENST00000394688.8,ENST00000394688
0.887,2.332,1.752,4.481,4.907,ENSG00000119737,ENST00000394705.3,ENST00000394705
0.204,0.817,0.422,1.68,1.739,ENSG00000145348,ENST00000394708.7,ENST00000394708
0.05,0.207,0.088,0.344,0.382,ENSG00000016490,ENST00000394711.2,ENST00000394711
0.732,2.73,1.32,4.806,5.09,ENSG00000179841,ENST00000394718.4,ENST00000394718
0,0,0,0,0,ENSG00000196470,ENST00000394725.3,ENST00000394725
0.91,2.717,1.433,4.3,4.576,ENSG00000163935,ENST00000394752.8,ENST00000394752
0.156,0.664,0.401,1.642,1.676,ENSG00000168772,ENST00000394767.3,ENST00000394767
0,0,0,0,0,ENSG00000149499,ENST00000394773.7,ENST00000394773
0.095,0.318,0.213,0.714,0.891,ENSG00000101901,ENST00000394780.8,ENST00000394780
0.661,1.783,1.35,3.839,4.002,ENSG00000164038,ENST00000394785.9,ENST00000394785
0.064,0.338,0.174,0.883,0.91,ENSG00000015479,ENST00000394805.8,ENST00000394805
0.329,0.788,0.651,1.538,1.594,ENSG00000185670,ENST00000394807.5,ENST00000394807
0.148,0.57,0.323,1.279,1.397,ENSG00000140795,ENST00000394809.9,ENST00000394809
0.033,0.09,0.075,0.171,0.183,ENSG00000166317,ENST00000394810.3,ENST00000394810
0,0,0,0,0,ENSG00000167767,ENST00000394815.3,ENST00000394815
0.084,0.234,0.167,0.446,0.499,ENSG00000120725,ENST00000394817.7,ENST00000394817
0.152,0.449,0.317,0.907,0.973,ENSG00000149503,ENST00000394818.8,ENST00000394818
0,0,0,0,0,ENSG00000123358,ENST00000394825.6,ENST00000394825
0.152,0.804,0.376,1.747,1.878,ENSG00000203943,ENST00000394834.8,ENST00000394834
0.448,1.256,1.035,2.747,3.086,ENSG00000176927,ENST00000394835.8,ENST00000394835
0,0,0,0,0,ENSG00000167994,ENST00000394836.7,ENST00000394836
0,0,0,0,0,ENSG00000140403,ENST00000394852.8,ENST00000394852
0.958,2.602,1.726,4.64,4.788,ENSG00000138814,ENST00000394854.8,ENST00000394854
0,0,0,0,0,ENSG00000188372,ENST00000394857.8,ENST00000394857
0.361,1.125,0.827,2.566,2.636,ENSG00000198720,ENST00000394859.8,ENST00000394859
0.304,0.858,0.587,1.621,1.72,ENSG00000171150,ENST00000394861.3,ENST00000394861
0,0,0,0,0,ENSG00000140682,ENST00000394863.8,ENST00000394863
0.072,0.323,0.156,0.674,0.733,ENSG00000145331,ENST00000394876.7,ENST00000394876
0.012,0.053,0.047,0.148,0.153,ENSG00000117906,ENST00000394885.8,ENST00000394885
0,0,0,0,0,ENSG00000094880,ENST00000394886.7,ENST00000394886
0.125,0.459,0.248,0.88,0.912,ENSG00000122884,ENST00000394890.7,ENST00000394890
0.055,0.197,0.114,0.399,0.41,ENSG00000112984,ENST00000394894.8,ENST00000394894
0.097,0.491,0.195,1.107,1.234,ENSG00000172955,ENST00000394899.6,ENST00000394899
0.308,1.001,0.598,1.977,2.072,ENSG00000149476,ENST00000394900.8,ENST00000394900
0.067,1.451,0.151,2.991,3.329,ENSG00000169752,ENST00000394907.8,ENST00000394907
0.113,0.259,0.216,0.513,0.573,ENSG00000132589,ENST00000394908.9,ENST00000394908
0,0,0,0,0,ENSG00000170631,ENST00000394909.7,ENST00000394909
0.041,0.179,0.077,0.328,0.367,ENSG00000197746,ENST00000394936.8,ENST00000394936
0.115,0.322,0.199,0.573,0.611,ENSG00000152377,ENST00000394945.6,ENST00000394945
0.08,0.339,0.193,0.778,0.804,ENSG00000169375,ENST00000394947.8,ENST00000394947
0.041,0.177,0.097,0.425,0.456,ENSG00000167701,ENST00000394955.3,ENST00000394955
0,0,0,0,0,ENSG00000107738,ENST00000394957.8,ENST00000394957
0.095,0.235,0.171,0.408,0.458,ENSG00000066117,ENST00000394963.9,ENST00000394963
0,0,0,0,0,ENSG00000217236,ENST00000394967.3,ENST00000394967
0.055,0.146,0.169,0.398,0.54,ENSG00000167397,ENST00000394975.3,ENST00000394975
0,0,0,0,0,ENSG00000181904,ENST00000394976.4,ENST00000394976
0.07,0.188,0.131,0.351,0.362,ENSG00000167173,ENST00000394987.5,ENST00000394987
0.154,0.613,0.313,1.157,1.186,ENSG00000145335,ENST00000394991.8,ENST00000394991
0,0,0,0,0,ENSG00000213578,ENST00000395018.6,ENST00000395018
0.13,0.386,0.312,0.919,0.934,ENSG00000171700,ENST00000395042.2,ENST00000395042
0.083,0.402,0.257,1.062,1.102,ENSG00000164082,ENST00000395052.8,ENST00000395052
0.195,0.498,0.414,0.967,0.99,ENSG00000213588,ENST00000395064.3,ENST00000395064
0.044,0.198,0.095,0.449,0.466,ENSG00000147206,ENST00000395065.8,ENST00000395065
0,0,0,0,0,ENSG00000179335,ENST00000395066.9,ENST00000395066
0.104,0.336,0.206,0.649,0.656,ENSG00000066697,ENST00000395067.7,ENST00000395067
0.155,0.486,0.296,0.901,0.959,ENSG00000178719,ENST00000395068.9,ENST00000395068
0.074,0.386,0.181,0.798,0.926,ENSG00000110031,ENST00000395074.7,ENST00000395074
0.302,0.785,0.598,1.571,1.639,ENSG00000100614,ENST00000395076.9,ENST00000395076
0.406,2.56,0.873,5.682,6.069,ENSG00000172772,ENST00000395079.2,ENST00000395079
0.01,0.048,0.015,0.082,0.087,ENSG00000118785,ENST00000395080.8,ENST00000395080
0.088,0.283,0.15,0.464,0.487,ENSG00000138629,ENST00000395081.7,ENST00000395081
0.114,0.222,0.297,0.593,0.629,ENSG00000169951,ENST00000395091.3,ENST00000395091
0.29,1.065,0.628,2.45,2.496,ENSG00000119508,ENST00000395097.7,ENST00000395097
0.035,0.111,0.11,0.283,0.32,ENSG00000137868,ENST00000395105.9,ENST00000395105
0.067,0.24,0.165,0.534,0.577,ENSG00000181619,ENST00000395116.2,ENST00000395116
0.632,1.859,1.113,3.224,3.404,ENSG00000134802,ENST00000395124.6,ENST00000395124
0.26,0.602,0.565,1.312,1.363,ENSG00000114378,ENST00000395144.7,ENST00000395144
0.02,0.095,0.044,0.198,0.206,ENSG00000165215,ENST00000395145.3,ENST00000395145
0.124,0.38,0.225,0.744,0.773,ENSG00000172493,ENST00000395146.9,ENST00000395146
0.137,0.391,0.262,0.785,0.801,ENSG00000165617,ENST00000395153.8,ENST00000395153
0.477,2.071,0.963,4.179,4.381,ENSG00000100575,ENST00000395159.7,ENST00000395159
0,0.142,0,0.413,0.506,ENSG00000176410,ENST00000395176.3,ENST00000395176
0.483,1.197,0.977,2.449,2.515,ENSG00000138639,ENST00000395184.6,ENST00000395184
1.084,4.677,2.184,9.112,9.879,ENSG00000102385,ENST00000395209.8,ENST00000395209
0.034,0.109,0.055,0.185,0.197,ENSG00000197162,ENST00000395216.3,ENST00000395216
0,0,0,0,0,ENSG00000149922,ENST00000395224.7,ENST00000395224
0.663,1.815,1.393,3.758,3.935,ENSG00000109113,ENST00000395245.9,ENST00000395245
0.059,0.234,0.102,0.41,0.437,ENSG00000138311,ENST00000395254.8,ENST00000395254
0.127,0.692,0.3,1.538,1.576,ENSG00000183166,ENST00000395275.7,ENST00000395275
0.25,1.012,0.511,1.954,2.106,ENSG00000170312,ENST00000395284.8,ENST00000395284
0.449,1.235,0.834,2.222,2.28,ENSG00000147724,ENST00000395297.6,ENST00000395297
0,0,0,0,0,ENSG00000099840,ENST00000395301.8,ENST00000395301
0.118,0.447,0.205,0.815,0.878,ENSG00000138674,ENST00000395310.7,ENST00000395310
0.104,0.309,0.218,0.632,0.647,ENSG00000126777,ENST00000395314.8,ENST00000395314
0.111,0.375,0.238,0.791,0.814,ENSG00000213626,ENST00000395323.9,ENST00000395323
0,0,0,0,0,ENSG00000241258,ENST00000395326.8,ENST00000395326
0.343,1.156,0.683,2.318,2.474,ENSG00000101191,ENST00000395343.6,ENST00000395343
0.761,1.776,1.286,2.977,3.112,ENSG00000165449,ENST00000395348.8,ENST00000395348
0.249,0.634,0.42,1.089,1.124,ENSG00000213639,ENST00000395366.3,ENST00000395366
0,0,0,0,0,ENSG00000103485,ENST00000395384.9,ENST00000395384
0.462,1.236,0.817,2.235,2.359,ENSG00000129292,ENST00000395386.7,ENST00000395386
0,0.09,0,0.214,0.262,ENSG00000204287,ENST00000395388.7,ENST00000395388
0.054,0.275,0.14,0.634,0.7,ENSG00000175787,ENST00000395395.7,ENST00000395395
0.763,2.244,1.475,4.304,4.569,ENSG00000137819,ENST00000395407.7,ENST00000395407
0.302,0.824,0.569,1.507,1.671,ENSG00000109083,ENST00000395418.8,ENST00000395418
0,0,0,0,0,ENSG00000106153,ENST00000395422.4,ENST00000395422
0.524,1.349,0.87,2.159,2.356,ENSG00000198218,ENST00000395443.7,ENST00000395443
0.307,0.673,0.702,1.493,1.548,ENSG00000213658,ENST00000395456.7,ENST00000395456
0.108,0.408,0.226,0.947,0.986,ENSG00000168175,ENST00000395468.9,ENST00000395468
0,0,0,0,0,ENSG00000168961,ENST00000395473.7,ENST00000395473
0,0,0,0,0,ENSG00000115255,ENST00000395479.10,ENST00000395479
0,0,0,0,0,ENSG00000196296,ENST00000395503.9,ENST00000395503
0,0,0,0,0,ENSG00000151239,ENST00000395510.7,ENST00000395510
0,0,0,0,0.272,ENSG00000109016,ENST00000395511.8,ENST00000395511
0.089,0.357,0.181,0.595,0.618,ENSG00000128487,ENST00000395527.9,ENST00000395527
0.347,0.96,0.625,1.787,1.845,ENSG00000083290,ENST00000395544.9,ENST00000395544
0,0,0,0,0,ENSG00000225697,ENST00000395550.7,ENST00000395550
0.171,0.645,0.358,1.394,1.463,ENSG00000183696,ENST00000395564.9,ENST00000395564
0,0,0,0,0,ENSG00000110492,ENST00000395566.9,ENST00000395566
0.872,4.41,1.598,7.822,8.536,ENSG00000165156,ENST00000395571.8,ENST00000395571
0,0,0,0,0,ENSG00000166484,ENST00000395604.8,ENST00000395604
0.083,0.192,0.185,0.426,0.485,ENSG00000157890,ENST00000395614.6,ENST00000395614
0.038,0.101,0.088,0.234,0.29,ENSG00000154025,ENST00000395645.4,ENST00000395645
0.45,1.35,0.94,2.738,2.997,ENSG00000171931,ENST00000395665.9,ENST00000395665
0.595,1.568,1.005,2.7,2.828,ENSG00000240445,ENST00000395675.7,ENST00000395675
0.101,0.332,0.203,0.647,0.752,ENSG00000197930,ENST00000395686.8,ENST00000395686
0.111,0.417,0.226,0.887,0.933,ENSG00000284194,ENST00000395693.8,ENST00000395693
0.216,0.508,0.387,0.895,0.955,ENSG00000164051,ENST00000395694.7,ENST00000395694
0.477,1,0.671,1.38,1.494,ENSG00000146676,ENST00000395699.5,ENST00000395699
0.544,1.75,1.283,4.076,4.229,ENSG00000104447,ENST00000395715.8,ENST00000395715
0.079,0.27,0.169,0.657,0.683,ENSG00000128165,ENST00000395737.2,ENST00000395737
0.103,0.228,0.201,0.47,0.499,ENSG00000174808,ENST00000395743.8,ENST00000395743
0,0,0,0,0,ENSG00000109321,ENST00000395748.8,ENST00000395748
0.016,0.159,0.036,0.346,0.371,ENSG00000058404,ENST00000395749.7,ENST00000395749
0,0,0,0,0,ENSG00000163739,ENST00000395761.4,ENST00000395761
0.705,1.943,1.279,3.415,3.77,ENSG00000077238,ENST00000395762.7,ENST00000395762
0.235,0.753,0.485,1.523,1.666,ENSG00000149089,ENST00000395787.4,ENST00000395787
0,0.393,0,0.822,1.024,ENSG00000081051,ENST00000395792.7,ENST00000395792
0.073,0.183,0.139,0.33,0.357,ENSG00000090905,ENST00000395799.8,ENST00000395799
0.069,0.218,0.142,0.424,0.43,ENSG00000198915,ENST00000395810.6,ENST00000395810
0.681,2.173,1.461,4.469,4.729,ENSG00000141040,ENST00000395825.4,ENST00000395825
0,0,0,0,0,ENSG00000115138,ENST00000395826.7,ENST00000395826
0.505,1.904,1.12,4.127,4.31,ENSG00000100490,ENST00000395834.6,ENST00000395834
0.014,0.046,0.038,0.109,0.109,ENSG00000101146,ENST00000395841.7,ENST00000395841
0,0,0,0,0,ENSG00000073150,ENST00000395842.3,ENST00000395842
0,0,0,0,0,ENSG00000100483,ENST00000395860.7,ENST00000395860
0.241,0.627,0.458,1.192,1.223,ENSG00000101144,ENST00000395863.8,ENST00000395863
1.526,4.738,2.923,9.094,9.755,ENSG00000198105,ENST00000395867.8,ENST00000395867
0,0.259,0,0.492,0.508,ENSG00000103353,ENST00000395878.8,ENST00000395878
0.931,3.351,1.918,6.807,7.155,ENSG00000002746,ENST00000395891.7,ENST00000395891
0.12,0.345,0.25,0.689,0.738,ENSG00000163827,ENST00000395905.8,ENST00000395905
0.444,1.313,0.844,2.665,2.919,ENSG00000241322,ENST00000395906.8,ENST00000395906
0.122,0.281,0.23,0.51,0.56,ENSG00000087586,ENST00000395915.8,ENST00000395915
0.135,0.563,0.307,1.228,1.3,ENSG00000106571,ENST00000395925.8,ENST00000395925
0.272,0.831,0.526,1.725,1.89,ENSG00000125409,ENST00000395930.6,ENST00000395930
0.102,0.362,0.191,0.666,0.733,ENSG00000183625,ENST00000395940.3,ENST00000395940
0,0,0,0,0,ENSG00000204427,ENST00000395952.8,ENST00000395952
0.002,0.13,0.012,0.33,0.345,ENSG00000164924,ENST00000395958.6,ENST00000395958
0.217,0.659,0.391,1.161,1.204,ENSG00000113391,ENST00000395965.8,ENST00000395965
0.031,0.112,0.068,0.255,0.266,ENSG00000118307,ENST00000395987.8,ENST00000395987
0.4,1.67,0.917,3.875,4.135,ENSG00000148942,ENST00000396005.8,ENST00000396005
0.226,0.708,0.346,1.11,1.251,ENSG00000152422,ENST00000396027.9,ENST00000396027
0.763,2.222,1.452,4.153,4.347,ENSG00000111728,ENST00000396037.9,ENST00000396037
0.129,0.32,0.262,0.658,0.694,ENSG00000114978,ENST00000396049.5,ENST00000396049
0.271,1.032,0.494,1.894,1.955,ENSG00000169981,ENST00000396056.7,ENST00000396056
0.259,0.95,0.429,1.626,1.671,ENSG00000171956,ENST00000396057.6,ENST00000396057
0.194,0.541,0.34,0.997,1.066,ENSG00000140307,ENST00000396060.7,ENST00000396060
0,0,0,0,0,ENSG00000100442,ENST00000396062.4,ENST00000396062
0.729,3.081,1.514,6.049,6.445,ENSG00000140297,ENST00000396065.3,ENST00000396065
0.317,1.937,0.666,4.065,4.348,ENSG00000132464,ENST00000396073.4,ENST00000396073
0.703,2.175,1.464,4.316,4.579,ENSG00000185219,ENST00000396077.8,ENST00000396077
0.008,0.028,0.01,0.058,0.062,ENSG00000066654,ENST00000396083.7,ENST00000396083
0.067,0.258,0.107,0.408,0.447,ENSG00000124201,ENST00000396105.6,ENST00000396105
0,0,0,0,0,ENSG00000156170,ENST00000396124.9,ENST00000396124
0.047,0.26,0.1,0.57,0.594,ENSG00000179454,ENST00000396128.9,ENST00000396128
0.755,1.922,1.385,3.416,3.56,ENSG00000152409,ENST00000396137.5,ENST00000396137
0.081,0.241,0.149,0.416,0.443,ENSG00000169344,ENST00000396138.9,ENST00000396138
0.576,1.757,1.076,3.329,3.5,ENSG00000196724,ENST00000396147.6,ENST00000396147
0.282,0.769,0.57,1.614,1.681,ENSG00000185104,ENST00000396153.7,ENST00000396153
0.263,0.838,0.49,1.561,1.647,ENSG00000083828,ENST00000396154.7,ENST00000396154
0.562,1.514,1.085,2.842,2.955,ENSG00000213762,ENST00000396161.10,ENST00000396161
0.902,2.693,1.68,4.974,5.156,ENSG00000187094,ENST00000396169.7,ENST00000396169
0.014,0.318,0.048,1.158,1.288,ENSG00000198563,ENST00000396172.6,ENST00000396172
0,0,0,0,0,ENSG00000154678,ENST00000396191.6,ENST00000396191
0,0,0,0,0,ENSG00000151116,ENST00000396197.8,ENST00000396197
0.103,0.269,0.204,0.589,0.611,ENSG00000188846,ENST00000396203.7,ENST00000396203
0.107,0.346,0.233,0.756,0.863,ENSG00000008394,ENST00000396210.8,ENST00000396210
1.972,6.209,3.757,11.647,12.387,ENSG00000184619,ENST00000396267.3,ENST00000396267
0.688,1.778,1.117,2.8,3.011,ENSG00000204536,ENST00000396268.8,ENST00000396268
0.208,0.449,0.422,0.867,0.975,ENSG00000107897,ENST00000396271.8,ENST00000396271
0.019,0.071,0.043,0.162,0.183,ENSG00000115738,ENST00000396290.2,ENST00000396290
0,0,0,0,0,ENSG00000139190,ENST00000396308.4,ENST00000396308
0.273,0.597,0.516,1.099,1.172,ENSG00000106052,ENST00000396319.7,ENST00000396319
0.024,0.204,0.088,0.614,0.643,ENSG00000072864,ENST00000396354.6,ENST00000396354
1.547,3.21,2.086,4.218,4.607,ENSG00000166783,ENST00000396368.8,ENST00000396368
0.367,1.063,0.605,1.815,1.879,ENSG00000139083,ENST00000396373.9,ENST00000396373
0.375,0.894,0.676,1.649,1.842,ENSG00000156968,ENST00000396385.4,ENST00000396385
0.252,0.839,0.448,1.407,1.495,ENSG00000122565,ENST00000396386.7,ENST00000396386
0,0,0,0,0,ENSG00000170892,ENST00000396388.3,ENST00000396388
0.051,0.298,0.124,0.687,0.727,ENSG00000129084,ENST00000396394.7,ENST00000396394
0.429,0.941,0.703,1.614,1.639,ENSG00000154330,ENST00000396396.6,ENST00000396396
0.623,1.73,1.236,3.322,3.44,ENSG00000198951,ENST00000396398.8,ENST00000396398
0.036,0.199,0.066,0.333,0.382,ENSG00000134551,ENST00000396400.4,ENST00000396400
0.225,0.659,0.377,1.095,1.163,ENSG00000137869,ENST00000396402.6,ENST00000396402
0.255,0.875,0.388,1.323,1.397,ENSG00000198346,ENST00000396403.9,ENST00000396403
0.265,0.738,0.389,1.106,1.197,ENSG00000196417,ENST00000396408.8,ENST00000396408
0.046,0.113,0.084,0.222,0.229,ENSG00000179889,ENST00000396410.9,ENST00000396410
0.777,2.318,1.433,4.066,4.321,ENSG00000171033,ENST00000396418.7,ENST00000396418
0.235,0.972,0.481,1.896,2.08,ENSG00000164749,ENST00000396423.4,ENST00000396423
0.065,0.201,0.087,0.288,0.297,ENSG00000197497,ENST00000396424.5,ENST00000396424
0.912,2.33,1.807,4.65,4.793,ENSG00000107863,ENST00000396432.7,ENST00000396432
0,0.147,0,0.315,0.331,ENSG00000205810,ENST00000396439.7,ENST00000396439
0.443,1.31,0.866,2.546,2.844,ENSG00000197822,ENST00000396442.7,ENST00000396442
0.019,0.09,0.037,0.17,0.183,ENSG00000141499,ENST00000396463.7,ENST00000396463
0.206,0.465,0.36,0.782,0.813,ENSG00000197429,ENST00000396478.4,ENST00000396478
0.277,0.741,0.508,1.318,1.423,ENSG00000183323,ENST00000396496.7,ENST00000396496
0.313,1.057,0.624,2.086,2.267,ENSG00000133805,ENST00000396553.7,ENST00000396553
0,0,0,0,0,ENSG00000144645,ENST00000396556.7,ENST00000396556
0,0,0,0,0,ENSG00000169031,ENST00000396578.8,ENST00000396578
1.081,3.275,1.894,5.576,6.076,ENSG00000204614,ENST00000396581.6,ENST00000396581
0.288,0.845,0.52,1.57,1.629,ENSG00000145740,ENST00000396591.8,ENST00000396591
0,0,0,0,0,ENSG00000159921,ENST00000396594.8,ENST00000396594
0.203,0.502,0.345,0.868,1.062,ENSG00000166478,ENST00000396602.7,ENST00000396602
0.102,0.346,0.188,0.614,0.673,ENSG00000100473,ENST00000396618.9,ENST00000396618
0,0,0,0,0,ENSG00000147576,ENST00000396623.8,ENST00000396623
0.178,0.529,0.353,1.02,1.068,ENSG00000081052,ENST00000396625.5,ENST00000396625
0.651,1.6,1.246,3.192,3.373,ENSG00000170291,ENST00000396628.7,ENST00000396628
0.035,0.161,0.075,0.39,0.398,ENSG00000137098,ENST00000396638.7,ENST00000396638
0.06,0.251,0.155,0.573,0.612,ENSG00000166920,ENST00000396650.7,ENST00000396650
0,0.047,0.006,0.108,0.118,ENSG00000142937,ENST00000396651.8,ENST00000396651
0.048,0.177,0.11,0.419,0.452,ENSG00000152056,ENST00000396654.7,ENST00000396654
0.051,0.111,0.083,0.192,0.222,ENSG00000171766,ENST00000396659.8,ENST00000396659
0,0,0,0,0,ENSG00000106460,ENST00000396668.8,ENST00000396668
0.466,1.642,0.979,3.411,3.663,ENSG00000123219,ENST00000396679.6,ENST00000396679
1.232,2.444,1.992,3.928,4.04,ENSG00000111676,ENST00000396684.3,ENST00000396684
0.055,0.137,0.138,0.351,0.371,ENSG00000182247,ENST00000396703.6,ENST00000396703
0,0,0,0,0,ENSG00000111669,ENST00000396705.10,ENST00000396705
0.792,2.203,1.592,4.404,4.685,ENSG00000115661,ENST00000396738.7,ENST00000396738
0.16,0.39,0.313,0.749,0.784,ENSG00000132254,ENST00000396777.8,ENST00000396777
0,0,0,0,0,ENSG00000112462,ENST00000396806.3,ENST00000396806
0,0,0,0,0,ENSG00000090006,ENST00000396819.8,ENST00000396819
0.342,0.798,0.455,1.099,1.222,ENSG00000197296,ENST00000396825.4,ENST00000396825
0.275,0.616,0.476,1.039,1.066,ENSG00000213923,ENST00000396832.6,ENST00000396832
0.131,0.348,0.23,0.68,0.696,ENSG00000144597,ENST00000396842.7,ENST00000396842
0.389,1.568,0.745,3.01,3.203,ENSG00000140987,ENST00000396852.9,ENST00000396852
0,0,0,0,0,ENSG00000104814,ENST00000396857.7,ENST00000396857
3.28,12.185,6.439,23.878,25.477,ENSG00000140993,ENST00000396862.2,ENST00000396862
0.034,0.199,0.071,0.356,0.377,ENSG00000213928,ENST00000396864.8,ENST00000396864
0.155,0.519,0.263,0.907,0.939,ENSG00000177058,ENST00000396865.7,ENST00000396865
0,0,0,0,0,ENSG00000164638,ENST00000396872.8,ENST00000396872
0.682,1.595,1.282,2.977,3.05,ENSG00000085644,ENST00000396878.8,ENST00000396878
0.693,1.379,1.085,2.18,2.291,ENSG00000166762,ENST00000396879.8,ENST00000396879
0.059,0.151,0.117,0.283,0.289,ENSG00000100146,ENST00000396884.8,ENST00000396884
0.094,0.393,0.209,0.846,0.999,ENSG00000213931,ENST00000396895.3,ENST00000396895
0.306,0.739,0.542,1.318,1.349,ENSG00000146587,ENST00000396912.2,ENST00000396912
0,0,0,0,0,ENSG00000163528,ENST00000396914.4,ENST00000396914
0.028,0.159,0.052,0.292,0.298,ENSG00000070718,ENST00000396926.8,ENST00000396926
0.578,1.577,1.193,3.09,3.221,ENSG00000198286,ENST00000396946.9,ENST00000396946
0.236,0.88,0.528,2.023,2.113,ENSG00000167332,ENST00000396950.4,ENST00000396950
0.101,0.235,0.227,0.499,0.529,ENSG00000180785,ENST00000396952.6,ENST00000396952
1.209,4.4,2.578,9.124,9.685,ENSG00000164172,ENST00000396954.8,ENST00000396954
0.504,1.321,0.877,2.431,2.525,ENSG00000162076,ENST00000396958.8,ENST00000396958
0,0,0,0,0,ENSG00000132388,ENST00000396981.7,ENST00000396981
0.018,0.065,0.036,0.142,0.18,ENSG00000180596,ENST00000396984.2,ENST00000396984
2.012,6.482,4.06,12.754,13.577,ENSG00000158669,ENST00000396987.7,ENST00000396987
0.133,0.288,0.265,0.614,0.645,ENSG00000126759,ENST00000396992.8,ENST00000396992
0.144,0.444,0.341,1.038,1.065,ENSG00000115232,ENST00000397033.7,ENST00000397033
0.068,0.163,0.132,0.321,0.328,ENSG00000074370,ENST00000397041.8,ENST00000397041
0.079,0.241,0.119,0.381,0.397,ENSG00000124564,ENST00000397060.8,ENST00000397060
0.186,0.49,0.372,0.97,1.06,ENSG00000213965,ENST00000397061.4,ENST00000397061
0.057,0.194,0.09,0.373,0.383,ENSG00000116044,ENST00000397062.8,ENST00000397062
0,0,0,0,0,ENSG00000162063,ENST00000397066.9,ENST00000397066
0.098,0.286,0.301,0.76,0.842,ENSG00000167311,ENST00000397068.8,ENST00000397068
0.325,1.341,0.649,2.576,2.905,ENSG00000151881,ENST00000397080.8,ENST00000397080
0,0,0,0,0,ENSG00000091428,ENST00000397081.8,ENST00000397081
0.54,1.651,1.1,3.227,3.358,ENSG00000164850,ENST00000397088.4,ENST00000397088
1.671,4.401,3.477,8.872,9.231,ENSG00000146540,ENST00000397098.8,ENST00000397098
0.205,0.579,0.432,1.191,1.232,ENSG00000077380,ENST00000397119.8,ENST00000397119
0,0,0,0,0,ENSG00000213983,ENST00000397120.8,ENST00000397120
0.751,3.395,1.623,7.138,8,ENSG00000196109,ENST00000397121.3,ENST00000397121
0.124,0.473,0.279,1.027,1.072,ENSG00000160321,ENST00000397126.9,ENST00000397126
0.048,0.135,0.15,0.403,0.448,ENSG00000132356,ENST00000397128.7,ENST00000397128
