obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version,transcript
0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,2,0,1,1,2,0,2,1,2,0,1,3,4,0,0,0,2,0,1,0,0,3,2,1,6,1,0,6,1,ENSG00000111785,ENST00000392837.9,ENST00000392837
2,0,2,1,0,2,4,1,3,3,0,1,1,1,2,2,0,1,1,1,2,15,16,6,2,21,20,3,2,4,5,5,2,4,2,2,1,21,24,6,2,19,13,2,1,1,4,2,1,2,2,3,0,1,3,3,3,8,3,2,4,1,4,6,ENSG00000111783,ENST00000392842.6,ENST00000392842
0,1,0,1,1,0,1,0,0,0,0,1,2,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,1,2,0,0,0,1,0,0,0,ENSG00000135336,ENST00000392844.8,ENST00000392844
0,1,0,2,0,4,0,0,0,0,1,2,1,2,3,4,0,0,1,1,0,3,3,6,0,2,3,1,5,2,1,3,0,0,0,5,1,1,1,2,1,3,1,1,2,1,2,4,3,3,2,1,1,4,2,4,4,0,1,5,2,5,4,0,ENSG00000115947,ENST00000392857.10,ENST00000392857
3,2,0,3,2,1,3,1,1,0,1,0,4,0,0,5,2,0,0,0,0,0,0,1,3,1,0,1,2,0,0,1,1,2,0,1,0,0,1,0,0,0,1,1,2,1,1,2,3,3,2,4,0,0,1,1,0,0,0,4,5,1,3,3,ENSG00000111850,ENST00000392863.6,ENST00000392863
2,3,1,5,1,1,2,2,4,2,2,1,7,1,16,15,2,0,0,1,1,1,0,4,0,2,6,0,5,2,4,5,1,3,3,14,0,2,6,6,1,1,4,12,4,2,4,21,6,0,6,18,1,2,1,4,15,9,6,18,14,3,24,16,ENSG00000198873,ENST00000392870.3,ENST00000392870
0,0,0,1,0,0,2,0,1,3,3,1,2,3,6,4,0,0,5,0,1,0,0,2,1,3,1,2,2,3,3,4,0,2,2,7,1,2,2,6,6,2,4,6,0,1,4,6,1,0,1,7,3,1,4,3,3,2,10,2,4,5,4,4,ENSG00000139372,ENST00000392872.8,ENST00000392872
0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,1,0,0,3,7,0,1,0,2,1,0,1,1,8,0,1,6,0,2,8,3,ENSG00000111696,ENST00000392876.8,ENST00000392876
2,1,4,0,1,0,1,0,2,3,4,1,1,3,4,1,0,0,0,2,0,0,2,1,3,6,3,1,6,2,3,2,4,0,2,6,0,2,6,8,4,5,1,1,0,3,0,1,2,1,3,1,1,1,3,4,3,3,3,1,0,1,3,0,ENSG00000140105,ENST00000392882.7,ENST00000392882
0,0,2,1,0,0,1,0,1,2,2,0,0,0,2,3,0,0,0,2,0,0,0,0,2,0,3,0,0,1,0,1,2,0,2,2,1,0,3,1,3,2,3,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,2,1,2,1,ENSG00000213218,ENST00000392886.7,ENST00000392886
1,1,1,2,1,2,1,1,1,4,0,2,1,2,1,4,0,1,2,3,1,2,3,3,4,1,3,2,2,5,3,2,3,1,0,3,2,2,2,4,0,2,2,3,2,1,2,6,1,2,4,0,2,3,4,5,2,3,2,4,3,5,4,5,ENSG00000082996,ENST00000392894.8,ENST00000392894
22,23,13,13,7,16,15,11,16,12,6,3,13,12,13,9,9,7,10,6,13,16,11,16,15,12,10,2,13,15,10,16,23,9,8,20,10,12,6,12,10,7,6,2,2,2,2,1,17,9,7,8,3,13,6,15,18,10,3,0,12,8,6,3,ENSG00000176601,ENST00000392915.7,ENST00000392915
0,0,1,0,1,0,1,0,2,2,0,0,0,1,1,3,0,0,1,1,0,1,2,0,3,1,3,1,1,1,2,3,1,1,1,3,0,1,4,4,1,4,1,0,0,0,1,0,0,1,1,1,1,1,1,3,0,2,2,0,2,3,1,2,ENSG00000196405,ENST00000392920.8,ENST00000392920
1,0,1,4,0,1,1,0,0,1,2,2,2,3,3,5,2,0,0,0,0,1,1,3,3,1,1,3,1,4,1,3,0,2,1,4,1,1,2,2,3,3,0,0,2,1,3,3,4,0,3,4,1,2,4,4,1,1,3,4,6,3,2,1,ENSG00000139351,ENST00000392924.2,ENST00000392924
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000273213,ENST00000392948.5,ENST00000392948
0,0,1,2,0,0,1,0,1,1,1,0,2,1,2,1,0,0,0,0,0,1,4,0,1,3,5,0,1,2,1,0,1,0,2,2,0,4,1,4,2,5,3,1,2,0,0,0,2,0,1,2,0,0,3,0,0,0,2,1,1,0,0,0,ENSG00000149591,ENST00000392951.9,ENST00000392951
5,2,3,9,2,5,5,2,5,9,2,3,4,4,5,11,2,5,2,0,5,11,11,5,11,9,11,3,4,7,6,10,7,5,9,8,2,8,10,13,6,10,5,6,4,4,3,4,6,2,5,6,0,8,7,6,7,6,9,3,8,7,10,3,ENSG00000151572,ENST00000392977.8,ENST00000392977
0,0,0,0,0,1,2,0,0,1,1,2,0,1,2,1,0,0,0,1,1,3,1,3,0,0,1,2,2,1,1,3,0,0,0,0,0,0,0,3,0,1,2,3,4,1,1,7,0,2,4,3,0,4,0,1,0,1,2,6,4,2,5,2,ENSG00000114127,ENST00000392981.7,ENST00000392981
3,0,2,2,1,1,2,2,3,1,6,2,4,5,6,4,1,3,1,4,3,4,3,1,2,4,9,5,4,4,5,6,2,0,4,6,1,3,8,8,2,10,12,18,5,5,14,8,2,2,4,7,5,3,5,8,5,7,15,9,2,7,9,8,ENSG00000165816,ENST00000392982.8,ENST00000392982
12,7,5,15,2,9,8,3,8,8,4,0,16,8,3,6,2,1,1,6,3,9,8,8,8,8,12,2,9,3,4,7,7,9,6,5,1,8,13,9,7,10,3,2,2,1,2,0,18,5,8,5,4,2,3,4,4,3,3,1,10,1,2,2,ENSG00000012504,ENST00000392986.8,ENST00000392986
0,0,0,0,0,2,1,0,0,1,0,0,1,0,4,4,0,0,0,4,0,1,0,4,0,4,1,1,1,2,1,5,0,1,0,0,1,0,4,4,0,2,3,5,0,1,2,8,0,2,1,3,3,2,0,1,1,3,6,5,5,3,8,8,ENSG00000175066,ENST00000392993.7,ENST00000392993
2,0,3,5,0,1,1,2,4,4,4,1,4,4,6,8,0,0,0,3,1,2,3,2,0,6,0,2,7,3,5,7,2,1,5,5,1,3,1,11,6,1,5,2,1,1,2,15,6,3,4,9,1,2,3,7,4,6,5,14,10,5,16,6,ENSG00000123159,ENST00000393033.9,ENST00000393033
2,0,1,4,0,0,0,0,0,1,0,1,3,1,0,5,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,2,0,5,0,0,3,2,1,0,2,0,1,1,1,3,1,1,1,ENSG00000141378,ENST00000393038.3,ENST00000393038
0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,1,3,0,1,2,3,3,1,1,0,1,0,0,3,4,1,3,1,4,1,0,3,5,0,1,0,2,0,1,2,2,1,3,5,5,1,2,7,3,ENSG00000131788,ENST00000393045.7,ENST00000393045
6,3,9,10,2,5,5,5,3,7,9,4,9,6,11,17,2,3,4,4,2,10,16,8,9,11,17,5,9,8,7,17,8,1,7,12,4,14,12,17,11,16,14,15,5,7,7,14,12,10,3,18,5,7,9,11,5,12,16,9,20,11,17,22,ENSG00000150776,ENST00000393047.8,ENST00000393047
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000123454,ENST00000393056.8,ENST00000393056
5,0,3,5,0,1,1,0,4,2,1,0,2,0,2,3,1,0,0,0,1,0,1,0,3,1,2,1,0,2,0,2,3,2,4,1,0,1,2,3,2,1,1,1,0,0,0,3,3,0,0,2,0,0,3,1,1,2,1,1,2,2,4,0,ENSG00000110777,ENST00000393067.8,ENST00000393067
0,0,2,2,0,0,0,0,1,1,3,0,1,0,4,3,1,0,1,1,0,2,6,2,0,3,6,4,2,1,2,3,1,0,1,1,3,3,5,6,1,8,5,6,1,2,3,6,2,0,1,3,0,5,1,0,1,6,6,2,2,3,7,5,ENSG00000151532,ENST00000393077.3,ENST00000393077
0,1,0,0,0,0,2,0,2,2,1,1,3,1,2,1,0,0,2,0,0,1,0,2,0,0,4,0,2,0,0,1,0,1,1,5,2,1,2,1,4,1,1,0,0,0,0,1,1,0,2,3,0,1,0,0,1,3,0,0,1,0,2,0,ENSG00000196136,ENST00000393078.5,ENST00000393078
0,1,0,0,0,3,0,0,0,0,1,1,0,1,3,1,0,0,1,1,1,2,2,1,2,0,2,0,0,0,1,1,0,1,0,3,1,0,0,1,2,2,1,2,2,1,2,2,1,1,1,1,0,1,2,0,1,0,3,4,2,0,2,1,ENSG00000166323,ENST00000393084.6,ENST00000393084
2,0,6,3,0,0,2,0,0,2,4,1,1,2,1,2,2,0,0,0,0,2,8,1,1,11,9,5,0,1,10,3,3,2,1,3,1,8,13,11,4,16,10,13,1,0,11,11,3,0,0,0,1,1,1,2,4,6,20,4,1,3,12,1,ENSG00000105887,ENST00000393085.4,ENST00000393085
0,1,0,0,0,0,1,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,1,1,2,0,0,1,0,0,3,3,0,1,2,2,2,2,0,0,1,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0,1,0,1,1,ENSG00000197249,ENST00000393087.9,ENST00000393087
3,3,2,10,0,3,1,3,2,0,6,5,4,6,11,10,4,0,1,1,2,1,9,2,5,6,13,12,6,2,8,11,5,3,5,5,3,6,12,10,8,12,7,13,7,12,14,14,7,1,4,14,1,4,14,12,4,13,14,15,10,11,14,11,ENSG00000166266,ENST00000393094.7,ENST00000393094
4,1,3,7,0,4,3,2,1,6,11,2,12,6,16,9,1,3,1,1,3,3,6,2,13,4,11,5,9,5,7,9,6,4,9,18,2,3,13,18,11,16,8,9,4,4,7,7,4,1,7,17,1,4,10,8,12,11,14,7,4,8,13,5,ENSG00000115107,ENST00000393110.7,ENST00000393110
5,4,3,4,0,4,2,1,3,3,2,3,7,3,1,6,4,0,2,0,4,3,4,3,3,2,5,0,5,3,0,4,3,1,1,5,0,5,2,4,2,4,2,3,3,0,2,3,4,2,5,7,2,2,2,3,2,2,2,2,4,4,5,5,ENSG00000122783,ENST00000393114.8,ENST00000393114
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,ENSG00000011143,ENST00000393119.7,ENST00000393119
1,0,2,1,0,0,0,0,1,0,1,1,1,1,3,3,0,0,0,0,0,1,2,0,0,1,1,2,0,0,1,2,1,0,0,4,0,1,1,3,3,1,3,6,2,0,7,4,1,0,1,3,0,1,1,0,1,3,8,4,3,1,5,5,ENSG00000175785,ENST00000393140.6,ENST00000393140
1,0,1,4,0,2,2,1,3,0,5,2,3,4,11,5,0,1,0,2,2,3,2,2,3,2,2,4,1,1,2,2,1,2,5,10,1,2,4,2,5,0,5,3,5,1,7,10,4,2,2,5,0,2,4,1,9,6,1,14,6,1,10,5,ENSG00000170962,ENST00000393158.7,ENST00000393158
1,0,3,4,0,0,0,0,0,0,2,1,1,2,4,1,1,0,0,0,0,1,3,0,1,0,2,1,0,0,6,3,2,0,1,3,1,0,0,4,1,1,1,3,1,5,1,4,4,0,0,1,0,3,1,5,4,4,1,5,3,2,3,3,ENSG00000239672,ENST00000393196.8,ENST00000393196
1,0,1,1,0,1,0,0,3,1,1,0,2,1,2,4,0,0,1,0,0,0,1,0,1,2,2,0,1,1,0,1,1,1,2,3,1,0,3,2,2,1,2,1,0,0,1,0,2,0,1,4,0,0,1,1,1,2,1,0,4,0,1,1,ENSG00000136695,ENST00000393200.7,ENST00000393200
0,0,0,4,0,1,2,0,1,2,0,2,4,1,11,20,0,1,1,0,1,2,2,0,0,2,2,7,0,0,2,4,0,0,2,5,0,2,5,6,3,1,6,8,4,1,8,20,4,2,1,25,1,0,2,0,4,8,9,16,27,1,16,13,ENSG00000134247,ENST00000393203.3,ENST00000393203
1,0,1,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,2,0,2,1,4,4,2,1,2,3,1,0,2,0,0,0,0,1,0,1,4,3,1,0,3,2,ENSG00000188523,ENST00000393216.3,ENST00000393216
1,2,1,3,0,1,1,2,2,0,0,0,1,0,2,2,0,3,1,1,3,1,1,0,0,3,0,1,2,3,2,1,3,0,0,0,1,2,1,4,1,0,0,0,0,0,2,1,3,0,0,1,1,1,1,2,0,5,1,2,1,1,2,2,ENSG00000133640,ENST00000393217.7,ENST00000393217
6,5,4,9,1,11,10,4,6,3,8,4,7,5,17,15,3,2,1,2,6,11,9,10,7,12,18,8,14,8,10,11,7,7,9,18,0,6,16,22,16,18,16,15,3,5,16,21,8,12,7,15,1,8,10,7,12,11,23,20,17,8,22,15,ENSG00000196358,ENST00000393229.4,ENST00000393229
0,0,1,1,0,1,0,0,0,1,0,2,2,1,5,4,0,0,0,1,0,0,0,1,0,2,1,2,1,0,2,2,0,1,2,5,0,1,3,3,3,0,1,3,1,0,8,5,2,0,0,4,1,0,2,1,5,4,5,6,2,3,6,0,ENSG00000106459,ENST00000393232.6,ENST00000393232
10,6,4,16,5,10,6,9,9,7,5,3,12,9,10,12,9,6,4,5,9,15,9,15,7,11,10,6,14,8,11,14,5,7,10,8,7,14,13,12,3,13,5,8,2,2,10,21,12,11,8,14,3,9,7,11,9,14,9,19,17,11,19,12,ENSG00000172765,ENST00000393238.8,ENST00000393238
4,1,2,2,0,2,3,1,1,7,6,1,3,1,4,0,0,1,1,0,0,2,7,6,1,7,4,7,4,3,9,3,2,2,6,4,1,6,5,12,9,6,6,20,2,2,27,4,3,2,4,2,1,5,3,0,5,5,25,8,2,3,2,0,ENSG00000153094,ENST00000393256.8,ENST00000393256
0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0,0,1,1,1,2,2,1,0,3,2,0,0,2,2,0,0,1,1,1,1,3,2,1,1,2,0,ENSG00000132004,ENST00000393261.8,ENST00000393261
16,19,13,14,14,25,11,7,19,9,10,2,12,13,3,12,15,12,12,7,13,15,14,18,17,11,2,1,16,14,6,10,19,10,10,11,6,11,3,9,11,1,4,4,1,1,2,4,13,16,5,11,13,9,3,11,3,8,4,1,13,9,5,5,ENSG00000175984,ENST00000393274.6,ENST00000393274
0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,2,0,0,0,1,1,1,3,1,0,3,2,1,1,2,0,3,0,0,1,2,0,3,1,3,1,3,1,1,1,2,2,3,0,0,3,2,0,2,2,2,0,1,3,5,3,0,5,3,ENSG00000240682,ENST00000393295.8,ENST00000393295
0,1,1,1,0,0,3,1,2,4,3,0,1,1,4,2,1,0,0,1,0,0,1,2,2,3,7,1,2,4,4,4,2,0,6,4,1,2,6,7,6,6,7,4,1,1,2,2,0,3,2,1,1,1,3,4,2,3,6,1,2,3,3,5,ENSG00000140961,ENST00000393306.6,ENST00000393306
8,1,6,7,0,3,2,1,5,4,2,0,4,6,5,4,3,0,3,3,3,6,6,5,1,3,5,1,6,5,2,3,4,3,1,5,3,5,0,7,4,3,1,0,0,1,0,0,8,2,1,3,3,6,2,4,3,5,0,0,4,2,1,2,ENSG00000188761,ENST00000393316.8,ENST00000393316
0,0,2,3,0,1,1,0,2,3,4,1,1,2,7,8,0,0,1,1,1,1,3,2,0,5,8,0,5,2,7,11,1,2,1,7,0,3,6,12,4,5,9,13,4,0,4,13,4,0,6,7,1,2,3,11,5,8,10,8,8,13,11,15,ENSG00000073921,ENST00000393346.8,ENST00000393346
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,2,1,0,2,2,ENSG00000167080,ENST00000393354.7,ENST00000393354
0,0,0,1,0,0,1,0,0,0,0,2,2,1,5,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,6,0,0,0,1,4,0,2,5,0,0,6,16,1,1,2,2,1,0,1,1,1,1,9,13,4,1,13,9,ENSG00000135966,ENST00000393359.7,ENST00000393359
2,0,0,4,0,0,0,0,1,1,2,1,2,3,6,6,1,0,0,2,0,0,0,2,1,1,0,0,5,2,2,4,2,0,2,3,1,1,0,6,2,1,0,1,1,1,2,1,2,0,3,7,2,1,2,5,3,5,2,3,4,4,3,8,ENSG00000159199,ENST00000393366.7,ENST00000393366
1,0,1,5,1,0,1,1,1,4,1,0,3,1,6,5,1,1,0,1,2,3,3,2,2,3,2,5,2,2,2,6,3,2,1,1,0,5,4,3,0,2,0,7,2,1,2,10,3,0,3,6,0,2,3,6,4,4,6,3,7,7,7,5,ENSG00000119383,ENST00000393370.7,ENST00000393370
0,1,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,2,0,0,0,2,0,0,1,4,0,0,0,1,0,0,3,6,3,1,0,0,0,1,0,0,2,4,1,6,4,1,4,1,ENSG00000056050,ENST00000393381.3,ENST00000393381
2,3,0,3,1,2,1,3,0,1,1,0,1,1,4,7,1,2,1,2,2,0,1,3,0,1,0,2,1,1,2,6,3,1,0,3,2,0,0,4,2,2,2,2,2,1,2,5,2,1,1,4,1,4,1,0,5,2,6,5,4,3,11,11,ENSG00000170703,ENST00000393382.8,ENST00000393382
8,0,5,3,2,4,2,1,13,4,4,5,6,1,4,5,1,2,2,1,2,2,5,0,2,15,7,4,2,5,2,2,5,3,15,4,2,3,17,9,4,5,5,11,4,2,12,8,2,4,4,7,0,0,7,1,8,4,9,6,6,0,9,2,ENSG00000106278,ENST00000393386.7,ENST00000393386
0,0,0,2,0,1,1,4,0,0,4,3,1,0,6,3,0,0,1,0,0,0,2,0,2,0,1,3,2,0,4,5,1,3,4,5,1,1,3,7,6,5,6,5,2,0,8,28,1,2,2,3,0,0,0,0,5,7,11,23,3,0,33,9,ENSG00000114554,ENST00000393409.3,ENST00000393409
0,0,2,3,0,0,1,0,1,3,0,1,3,5,5,1,1,0,0,0,0,2,2,3,1,0,2,0,2,0,3,4,1,0,1,5,0,2,0,2,0,1,1,2,1,2,4,2,3,1,2,5,1,3,0,4,5,1,1,6,5,1,1,4,ENSG00000087884,ENST00000393427.7,ENST00000393427
0,0,4,1,0,0,0,0,2,1,6,2,1,2,0,2,1,0,1,0,0,1,2,0,2,2,7,1,0,0,5,1,3,0,4,4,2,1,6,6,5,8,5,2,0,0,3,5,1,0,2,0,0,1,4,0,2,4,2,3,2,3,3,3,ENSG00000144908,ENST00000393434.7,ENST00000393434
0,0,1,4,0,2,2,0,1,2,8,4,5,3,13,7,1,0,2,0,2,0,2,2,4,1,7,7,3,1,9,6,2,2,3,15,1,1,9,13,7,9,17,20,4,5,30,12,2,2,8,8,0,3,6,4,11,12,21,22,8,5,12,7,ENSG00000170500,ENST00000393437.8,ENST00000393437
1,0,1,2,0,0,4,0,2,1,0,2,4,0,0,0,0,0,0,1,1,1,2,0,2,6,3,1,0,0,1,0,4,1,2,1,0,2,5,1,4,1,2,0,0,1,1,1,0,2,2,0,0,1,1,0,0,0,2,0,0,1,0,0,ENSG00000198336,ENST00000393450.5,ENST00000393450
21,16,13,35,19,22,9,7,13,12,9,3,26,14,19,24,14,7,10,14,10,15,12,23,13,11,12,4,23,6,3,16,20,10,6,24,9,15,10,8,18,9,7,8,5,3,8,5,31,24,8,13,7,8,8,11,16,11,14,7,18,10,17,13,ENSG00000135951,ENST00000393483.8,ENST00000393483
4,1,2,10,0,2,3,4,3,4,5,2,12,9,21,28,1,0,1,3,0,3,8,3,6,2,10,8,5,3,10,8,2,1,7,21,4,5,9,12,10,10,15,25,8,4,22,30,10,6,4,36,1,4,6,7,12,14,31,27,31,2,33,24,ENSG00000135272,ENST00000393486.6,ENST00000393486
7,2,4,5,2,5,5,4,5,2,3,3,5,6,10,6,2,3,3,2,2,2,2,7,6,2,5,0,9,5,4,4,1,7,1,15,3,2,4,5,3,5,2,7,4,1,5,13,8,4,5,5,3,4,2,4,10,5,7,13,5,3,15,4,ENSG00000071073,ENST00000393487.6,ENST00000393487
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,0,1,2,0,0,0,0,0,0,0,2,1,1,0,2,2,ENSG00000213337,ENST00000393537.5,ENST00000393537
0,0,2,4,1,0,0,0,1,3,2,2,1,1,4,3,1,0,1,1,1,2,2,0,0,1,6,1,0,1,6,3,3,0,1,4,1,2,3,9,3,6,6,5,1,2,1,8,2,1,3,1,0,1,3,1,4,5,6,4,5,1,8,4,ENSG00000042317,ENST00000393545.9,ENST00000393545
1,0,1,1,0,0,0,0,2,1,0,4,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,5,2,2,3,2,0,4,2,1,0,1,0,1,1,0,5,2,1,2,2,ENSG00000160211,ENST00000393562.10,ENST00000393562
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,2,0,0,2,12,1,0,1,1,0,0,0,0,1,0,1,7,2,0,5,6,10,4,5,3,6,1,0,2,2,0,1,6,0,1,2,3,6,0,1,7,0,ENSG00000113758,ENST00000393565.6,ENST00000393565
5,3,3,2,1,1,0,3,1,1,3,4,3,3,4,2,2,1,1,1,1,0,1,2,2,2,0,1,2,1,2,8,4,1,1,2,1,2,2,2,1,1,2,2,0,2,2,12,3,0,3,6,2,1,2,6,4,3,1,9,8,5,9,7,ENSG00000157423,ENST00000393567.7,ENST00000393567
2,1,3,2,2,6,1,0,3,5,2,1,1,2,4,2,1,3,2,3,3,7,6,6,4,3,3,1,3,3,4,2,3,3,4,1,1,6,3,5,1,4,1,1,2,1,0,3,2,2,2,2,3,3,0,1,4,3,1,3,3,1,3,3,ENSG00000168310,ENST00000393593.8,ENST00000393593
1,1,2,1,0,1,1,2,1,2,7,2,6,3,11,13,0,0,1,1,0,2,5,2,2,1,7,1,5,4,7,12,0,3,5,16,1,2,2,15,5,9,12,7,2,4,5,12,4,0,4,12,1,4,4,8,16,7,6,13,10,7,20,13,ENSG00000175591,ENST00000393597.7,ENST00000393597
0,0,0,1,0,0,0,0,2,0,3,1,4,2,9,13,0,0,0,1,1,1,1,2,0,1,4,4,3,2,3,3,1,0,1,10,0,1,5,6,4,2,11,22,3,1,13,21,0,0,5,14,0,3,3,3,6,9,21,13,11,4,22,27,ENSG00000129355,ENST00000393599.3,ENST00000393599
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,3,0,0,0,1,0,0,0,0,7,1,0,1,18,0,0,20,1,0,0,1,0,0,1,2,0,0,6,18,0,0,0,1,0,ENSG00000071859,ENST00000393600.8,ENST00000393600
2,2,2,2,1,1,0,1,2,1,1,1,2,3,6,5,1,0,2,1,1,2,1,2,4,3,4,1,1,2,4,9,3,0,0,8,0,3,6,9,2,6,6,6,1,2,5,6,2,1,2,5,2,0,6,4,3,7,9,6,6,5,9,2,ENSG00000186635,ENST00000393609.8,ENST00000393609
2,2,0,7,0,1,0,1,2,2,7,2,6,2,13,10,2,0,1,2,1,2,3,8,0,4,2,7,4,6,9,13,1,0,2,9,3,6,6,15,7,9,6,7,4,2,6,16,6,1,10,14,1,5,3,7,3,16,14,12,15,7,17,16,ENSG00000061987,ENST00000393630.8,ENST00000393630
0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,2,0,0,3,3,6,0,0,1,1,0,0,0,2,0,1,5,1,1,1,6,8,2,5,9,6,1,0,0,3,0,1,5,1,1,3,7,7,2,1,5,0,ENSG00000135250,ENST00000393651.8,ENST00000393651
0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,ENSG00000008196,ENST00000393655.4,ENST00000393655
1,1,0,2,0,2,0,0,0,1,1,0,2,0,1,1,0,0,2,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,ENSG00000150625,ENST00000393658.7,ENST00000393658
4,4,2,3,2,4,3,1,2,0,4,1,2,8,3,6,2,1,2,3,0,4,8,4,5,6,4,7,4,2,3,9,4,3,2,7,2,3,4,9,5,5,5,3,0,3,5,7,2,2,1,6,4,5,7,3,5,7,5,4,5,7,10,3,ENSG00000164117,ENST00000393674.7,ENST00000393674
0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,1,2,0,0,1,0,0,0,0,0,2,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,ENSG00000110195,ENST00000393676.5,ENST00000393676
0,0,1,0,0,0,4,0,0,1,5,2,2,0,13,4,0,1,1,1,0,0,0,0,1,0,9,1,1,0,4,4,0,2,3,7,3,0,5,8,5,7,15,21,6,1,17,11,1,1,3,11,0,0,2,1,6,8,19,10,7,2,10,2,ENSG00000074317,ENST00000393693.7,ENST00000393693
1,3,1,2,0,4,3,0,1,3,3,2,5,2,6,6,2,0,1,1,0,0,4,2,3,3,2,1,1,4,2,6,1,2,5,6,3,1,1,6,6,1,2,1,4,0,6,2,3,2,2,10,1,1,1,5,4,4,3,7,7,2,5,1,ENSG00000137497,ENST00000393695.8,ENST00000393695
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,2,0,1,0,ENSG00000102032,ENST00000393700.8,ENST00000393700
